index,target,scheme,segment,feature,feature_family,importance_mean,importance_std,importance_median,retrain_count,importance_cv
180,day_ahead_price,xgb_only,global,is_holiday,holiday_binary,0.0112338783219456,0.0,0.0112338783219456,1,0.0
98,day_ahead_price,chronos_xgb_residual_xgb_part,peak,slot96,calendar_time,0.0112007241696119,0.0,0.0112007241696119,1,0.0
251,day_ahead_price,xgb_only,valley,lag_192,lag,0.0111743519082665,0.0,0.0111743519082665,1,0.0
201,day_ahead_price,xgb_only,peak,dayofweek,calendar_time,0.0111464634537696,0.0,0.0111464634537696,1,0.0
220,day_ahead_price,xgb_only,peak,lag_4,lag,0.0111306561157107,0.0,0.0111306561157107,1,0.0
160,day_ahead_price,xgb_only,flat,roll_mean_672,roll_mean,0.0110532315447926,0.0,0.0110532315447926,1,0.0
170,day_ahead_price,xgb_only,global,diff_96,diff,0.0110406698659062,0.0,0.0110406698659062,1,0.0
42,day_ahead_price,chronos_xgb_residual_xgb_part,global,holiday_name_National Day,holiday_name,0.0110355941578745,0.0,0.0110355941578745,1,0.0
67,day_ahead_price,chronos_xgb_residual_xgb_part,peak,before_holiday_1d,holiday_binary,0.0110205207020044,0.0,0.0110205207020044,1,0.0
188,day_ahead_price,xgb_only,global,lag_672,lag,0.0109831001609563,0.0,0.0109831001609563,1,0.0
94,day_ahead_price,chronos_xgb_residual_xgb_part,peak,roll_mean_672,roll_mean,0.0109263323247432,0.0,0.0109263323247432,1,0.0
89,day_ahead_price,chronos_xgb_residual_xgb_part,peak,lag_672,lag,0.0108926631510257,0.0,0.0108926631510257,1,0.0
393,day_ahead_price,xgb_oof_train,valley,roll_std_96,roll_std,0.010662577495587792,0.007166201775670643,0.0115824015811085,52,0.6720890683923318
197,day_ahead_price,xgb_only,global,slot96,calendar_time,0.0106246815994381,0.0,0.0106246815994381,1,0.0
294,day_ahead_price,xgb_oof_train,flat,roll_std_96,roll_std,0.010614587531353376,0.004827372016144388,0.00959542021155355,52,0.45478658514853193
37,day_ahead_price,chronos_xgb_residual_xgb_part,global,diff_1,diff,0.0104951001703739,0.0,0.0104951001703739,1,0.0
218,day_ahead_price,xgb_only,peak,lag_192,lag,0.0104673290625214,0.0,0.0104673290625214,1,0.0
167,day_ahead_price,xgb_only,global,cos_slot96,calendar_time,0.010402581654489,0.0,0.010402581654489,1,0.0
62,day_ahead_price,chronos_xgb_residual_xgb_part,global,roll_mean_96,roll_mean,0.0103092128410935,0.0,0.0103092128410935,1,0.0
164,day_ahead_price,xgb_only,flat,slot96,calendar_time,0.0102807572111487,0.0,0.0102807572111487,1,0.0
23,day_ahead_price,chronos_xgb_residual_xgb_part,flat,lag_672,lag,0.0102719832211732,0.0,0.0102719832211732,1,0.0
71,day_ahead_price,chronos_xgb_residual_xgb_part,peak,diff_96,diff,0.0100533105432987,0.0,0.0100533105432987,1,0.0
57,day_ahead_price,chronos_xgb_residual_xgb_part,global,lag_96,lag,0.0100444061681628,0.0,0.0100444061681628,1,0.0
267,day_ahead_price,xgb_oof_train,flat,dayofweek,calendar_time,0.009933593404219577,0.00693334485469029,0.008414770476519999,52,0.6979694630691401
286,day_ahead_price,xgb_oof_train,flat,lag_4,lag,0.009902567898209797,0.0031902813679099695,0.009243024047464049,52,0.32216707834810343
293,day_ahead_price,xgb_oof_train,flat,roll_mean_96,roll_mean,0.009861661703325756,0.0023572031507487763,0.0102285491302609,52,0.23902697351236768
86,day_ahead_price,chronos_xgb_residual_xgb_part,peak,lag_192,lag,0.0097291953861713,0.0,0.0097291953861713,1,0.0
257,day_ahead_price,xgb_only,valley,roll_mean_16,roll_mean,0.0096786441281437,0.0,0.0096786441281437,1,0.0
161,day_ahead_price,xgb_only,flat,roll_mean_96,roll_mean,0.0096282484009861,0.0,0.0096282484009861,1,0.0
65,day_ahead_price,chronos_xgb_residual_xgb_part,global,slot96,calendar_time,0.0095913149416446,0.0,0.0095913149416446,1,0.0
362,day_ahead_price,xgb_oof_train,peak,slot96,calendar_time,0.00956040212454699,0.0034454526447222846,0.009232695680111602,52,0.3603878372308052
388,day_ahead_price,xgb_oof_train,valley,minute,calendar_time,0.009503905450961,0.00574686336083563,0.00667040725238615,52,0.6046843995333022
185,day_ahead_price,xgb_only,global,lag_192,lag,0.0094736898317933,0.0,0.0094736898317933,1,0.0
20,day_ahead_price,chronos_xgb_residual_xgb_part,flat,lag_192,lag,0.0093315448611974,0.0,0.0093315448611974,1,0.0
284,day_ahead_price,xgb_oof_train,flat,lag_192,lag,0.00931754561427689,0.002959441870054736,0.009548302739858551,52,0.31762032541274665
53,day_ahead_price,chronos_xgb_residual_xgb_part,global,lag_192,lag,0.009292485192418,0.0,0.009292485192418,1,0.0
300,day_ahead_price,xgb_oof_train,global,dayofweek,calendar_time,0.00913048229099676,0.007833514951441377,0.0067992871627211,52,0.8579519352625791
221,day_ahead_price,xgb_only,peak,lag_672,lag,0.0089626433327794,0.0,0.0089626433327794,1,0.0
245,day_ahead_price,xgb_only,valley,hour,calendar_time,0.0087895253673195,0.0,0.0087895253673195,1,0.0
29,day_ahead_price,chronos_xgb_residual_xgb_part,flat,roll_mean_96,roll_mean,0.0086511364206671,0.0,0.0086511364206671,1,0.0
350,day_ahead_price,xgb_oof_train,peak,lag_192,lag,0.008649933156378225,0.006893520413263611,0.0052617518231272,52,0.7969449345606234
236,day_ahead_price,xgb_only,valley,diff_96,diff,0.0086269620805978,0.0,0.0086269620805978,1,0.0
386,day_ahead_price,xgb_oof_train,valley,lag_672,lag,0.008597309257870923,0.005415972567665883,0.0065805981867015,52,0.629961352467053
359,day_ahead_price,xgb_oof_train,peak,roll_mean_96,roll_mean,0.008589930707015619,0.0038143815536181586,0.00739584094844755,52,0.44405265696763474
366,day_ahead_price,xgb_oof_train,valley,dayofweek,calendar_time,0.008536583295118808,0.02202993174878671,0.0039122649468481,52,2.580649773707867
134,day_ahead_price,xgb_only,flat,cos_slot96,calendar_time,0.0085299499332904,0.0,0.0085299499332904,1,0.0
387,day_ahead_price,xgb_oof_train,valley,lag_96,lag,0.0085282148703789,0.002800678154519378,0.0077945089433342,52,0.3284014529520111
323,day_ahead_price,xgb_oof_train,global,roll_mean_16,roll_mean,0.008523865374557339,0.008182264321234764,0.0072137736715375995,52,0.959924161362026
344,day_ahead_price,xgb_oof_train,peak,hour,calendar_time,0.008510880588661259,0.003002498481429214,0.00788293452933425,52,0.3527835281145097
194,day_ahead_price,xgb_only,global,roll_mean_96,roll_mean,0.0084459222853183,0.0,0.0084459222853183,1,0.0
317,day_ahead_price,xgb_oof_train,global,lag_192,lag,0.008414743705473505,0.004745585296538121,0.0084997997619211,52,0.5639607648954631
30,day_ahead_price,chronos_xgb_residual_xgb_part,flat,roll_std_96,roll_std,0.0083954716101288,0.0,0.0083954716101288,1,0.0
262,day_ahead_price,xgb_only,valley,sin_slot96,calendar_time,0.0083537632599473,0.0,0.0083537632599473,1,0.0
335,day_ahead_price,xgb_oof_train,peak,diff_96,diff,0.008152711549952854,0.002788826438923519,0.0082110310904681,52,0.34207348338475757
36,day_ahead_price,chronos_xgb_residual_xgb_part,global,dayofweek,calendar_time,0.0081345727667212,0.0,0.0081345727667212,1,0.0
265,day_ahead_price,xgb_oof_train,flat,before_holiday_1d,holiday_binary,0.00802388842342991,0.00812520893075539,0.00771854119375345,52,1.0126273574579652
298,day_ahead_price,xgb_oof_train,global,before_holiday_1d,holiday_binary,0.008022904458182576,0.011663835252163676,0.00505119306035335,52,1.4538170450562586
233,day_ahead_price,xgb_only,valley,cos_slot96,calendar_time,0.0080159027129411,0.0,0.0080159027129411,1,0.0
122,day_ahead_price,chronos_xgb_residual_xgb_part,valley,lag_672,lag,0.0079499259591102,0.0,0.0079499259591102,1,0.0
327,day_ahead_price,xgb_oof_train,global,roll_std_96,roll_std,0.007923581055365454,0.003409862745833798,0.00735518173314625,52,0.43034364411843923
69,day_ahead_price,chronos_xgb_residual_xgb_part,peak,dayofweek,calendar_time,0.0078597282990813,0.0,0.0078597282990813,1,0.0
395,day_ahead_price,xgb_oof_train,valley,slot96,calendar_time,0.007796971109480764,0.003628039169898559,0.0065212836489081,52,0.4653139172834728
56,day_ahead_price,chronos_xgb_residual_xgb_part,global,lag_672,lag,0.0077403089962899,0.0,0.0077403089962899,1,0.0
377,day_ahead_price,xgb_oof_train,valley,hour,calendar_time,0.007690472049244556,0.00483586242698636,0.0064878370612859,52,0.6288121712192417
