target,scheme,segment,model_scope,retrain_time,event_type,feature,importance,source_file,feature_family
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,is_weekend,0.0,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,is_makeup_workday,0.0006533215637318,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,before_holiday_1d,0.0,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,after_holiday_1d,0.0,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Dragon Boat Festival,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Labour Day,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Mid-autumn Festival,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_National Day,7.904799531388562e-06,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_New Year's Day,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_None,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Spring Festival,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Tomb-sweeping Day,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,lag_1,0.4045158922672272,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,lag_2,0.0152125898748636,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,lag_4,0.0111306561157107,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,lag_96,0.0124169280752539,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,lag_192,0.0104673290625214,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,lag_672,0.0089626433327794,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,roll_mean_4,0.3739922642707824,feature_importance_detail_day_ahead_price.csv,roll_mean
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,roll_mean_16,0.0138023449108004,feature_importance_detail_day_ahead_price.csv,roll_mean
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,roll_mean_96,0.0186472982168197,feature_importance_detail_day_ahead_price.csv,roll_mean
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,roll_mean_672,0.0058715348131954,feature_importance_detail_day_ahead_price.csv,roll_mean
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,roll_std_96,0.0066470224410295,feature_importance_detail_day_ahead_price.csv,roll_std
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,diff_1,0.0139250187203288,feature_importance_detail_day_ahead_price.csv,diff
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,diff_96,0.0112659242004156,feature_importance_detail_day_ahead_price.csv,diff
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,hour,0.0126795843243598,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,minute,0.0049056345596909,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,dayofweek,0.0111464634537696,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,slot96,0.012547243386507,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,sin_slot96,0.0232683680951595,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,cos_slot96,0.0061631430871784,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,is_holiday,0.0,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,is_workday,0.0049496102146804,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,is_weekend,0.0,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,is_makeup_workday,0.0,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,before_holiday_1d,0.00171380629763,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,after_holiday_1d,0.0,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Dragon Boat Festival,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Labour Day,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Mid-autumn Festival,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,holiday_name_National Day,0.0151606258004903,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,holiday_name_New Year's Day,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,holiday_name_None,0.0006081628380343,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Spring Festival,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,xgb_only,peak,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Tomb-sweeping Day,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,lag_1,0.5748740434646606,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,lag_2,0.0176899470388889,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,lag_4,0.0130190607160329,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,lag_96,0.0100444061681628,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,lag_192,0.009292485192418,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,lag_672,0.0077403089962899,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,roll_mean_4,0.2245984673500061,feature_importance_detail_day_ahead_price.csv,roll_mean
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,roll_mean_16,0.0137326847761869,feature_importance_detail_day_ahead_price.csv,roll_mean
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,roll_mean_96,0.0103092128410935,feature_importance_detail_day_ahead_price.csv,roll_mean
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,roll_mean_672,0.0225819423794746,feature_importance_detail_day_ahead_price.csv,roll_mean
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,roll_std_96,0.0061627784743905,feature_importance_detail_day_ahead_price.csv,roll_std
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,diff_1,0.0104951001703739,feature_importance_detail_day_ahead_price.csv,diff
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,diff_96,0.007163138128817,feature_importance_detail_day_ahead_price.csv,diff
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,hour,0.0063553554937243,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,minute,0.0133172012865543,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,dayofweek,0.0081345727667212,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,slot96,0.0095913149416446,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,sin_slot96,0.0113539258018136,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,cos_slot96,0.0047330623492598,feature_importance_detail_day_ahead_price.csv,calendar_time
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,is_holiday,0.0030585527420043,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,is_workday,0.0,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,is_weekend,0.0,feature_importance_detail_day_ahead_price.csv,calendar_time
