target,scheme,segment,feature,importance_mean,importance_rank,source_file,feature_family
real_time_price,chronos_xgb_residual_xgb_part,valley,holiday_name_Dragon Boat Festival,0.0248397570103406,8,feature_importance_real_time_price.csv,holiday_name
real_time_price,chronos_xgb_residual_xgb_part,valley,minute,0.0247845351696014,9,feature_importance_real_time_price.csv,calendar_time
real_time_price,chronos_xgb_residual_xgb_part,valley,is_workday,0.0229366701096296,10,feature_importance_real_time_price.csv,holiday_binary
real_time_price,xgb_only,flat,lag_1,0.4266306459903717,1,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,flat,roll_mean_4,0.2692853808403015,2,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_only,flat,roll_std_96,0.035751711577177,3,feature_importance_real_time_price.csv,roll_std
real_time_price,xgb_only,flat,is_holiday,0.0277552399784326,4,feature_importance_real_time_price.csv,holiday_binary
real_time_price,xgb_only,flat,holiday_name_Dragon Boat Festival,0.0170716308057308,5,feature_importance_real_time_price.csv,holiday_name
real_time_price,xgb_only,flat,roll_mean_96,0.0156777985394001,6,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_only,flat,sin_slot96,0.015284807421267,7,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_only,flat,lag_192,0.0151590844616293,8,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,flat,lag_2,0.0148410648107528,9,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,flat,hour,0.0143460473045706,10,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_only,global,lag_1,0.4620695114135742,1,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,global,roll_mean_4,0.2532820701599121,2,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_only,global,holiday_name_Dragon Boat Festival,0.055186204612255,3,feature_importance_real_time_price.csv,holiday_name
real_time_price,xgb_only,global,roll_mean_16,0.0299712531268596,4,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_only,global,dayofweek,0.021005967631936,5,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_only,global,lag_2,0.0174471549689769,6,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,global,lag_4,0.0149087952449917,7,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,global,lag_96,0.0140518732368946,8,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,global,diff_1,0.0132870711386203,9,feature_importance_real_time_price.csv,diff
real_time_price,xgb_only,global,slot96,0.0132581340149044,10,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_only,peak,holiday_name_Dragon Boat Festival,0.2716382145881653,1,feature_importance_real_time_price.csv,holiday_name
real_time_price,xgb_only,peak,lag_1,0.1848975867033004,2,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,peak,roll_mean_4,0.1519645005464553,3,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_only,peak,roll_mean_16,0.0882359221577644,4,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_only,peak,is_weekend,0.048975221812725,5,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_only,peak,cos_slot96,0.0251387599855661,6,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_only,peak,holiday_name_Labour Day,0.0178742501884698,7,feature_importance_real_time_price.csv,holiday_name
real_time_price,xgb_only,peak,roll_mean_672,0.0138712665066123,8,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_only,peak,before_holiday_1d,0.0132207609713077,9,feature_importance_real_time_price.csv,holiday_binary
real_time_price,xgb_only,peak,holiday_name_Spring Festival,0.0131956469267606,10,feature_importance_real_time_price.csv,holiday_name
real_time_price,xgb_only,valley,lag_1,0.2644489407539367,1,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,valley,roll_mean_4,0.2540897130966186,2,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_only,valley,roll_mean_16,0.0585114620625972,3,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_only,valley,roll_mean_96,0.0406022816896438,4,feature_importance_real_time_price.csv,roll_mean
