segment,selected_model,selected_metric,selected_metric_value,selected_RMSE,MAE,RMSE,MAPE_pct,sMAPE_pct,sMAPE
valley,chronos_xgb_residual,sMAPE,0.841656039504167,65.28405657704592,32.37949873097552,65.28405657704592,4.617171618821934e+17,22.095562524022533,0.841656039504167
flat,chronos_xgb_residual,sMAPE,0.7925885904762369,103.67918058438798,54.63031091856025,103.67918058438798,3.64368730846217e+17,26.327489869136322,0.7925885904762369
peak,xgb_chronos_residual,sMAPE,0.6936348535212433,88.47859017740772,53.33938032894315,88.47859017740772,6.486140961947658e+17,45.580776269064984,0.6936348535212433
