model,MAE,RMSE,MAPE_pct,sMAPE_pct
hybrid_segment_best_mae,89.21079010883966,133.96588931771646,263.2905022435006,59.46022795896021
chronos_xgb_residual,97.21234756827353,135.66888228226793,266.543787727564,62.355672864456366
xgb_chronos_residual,98.91201084971426,142.68411534440327,277.224796389229,61.44939745278193
chronos_only,119.43380805969237,152.11630748066835,294.3594056349657,67.78386586622466
xgb_only,132.87435091654459,178.362131130799,339.00556007888946,67.57569442446604
