segment,selected_model,selected_MAE,selected_RMSE,MAE,RMSE,MAPE_pct,sMAPE_pct
valley,xgb_chronos_residual,18.98822179555893,23.948595473444776,18.98822179555893,23.948595473444776,8.23695550431311,7.710458406589055
flat,chronos_xgb_residual,82.01340632332695,116.5091873032562,82.01340632332695,116.5091873032562,134.8315377094237,55.59147694037048
peak,chronos_xgb_residual,178.71893304824826,208.3838592874379,178.71893304824826,208.3838592874379,719.9417957749565,123.57693018557119
