times,day_ahead_price,real_time_price,load_forecast,load_actual,wind_solar_actual,wind_solar_forecast
2026-01-01 00:15:00,235.01,290.1,79245,82059.398,7772.9208,6746.79
2026-01-01 00:30:00,279.76,323.1,87000,88582.898,7743.0672,7015.71
2026-01-01 00:45:00,271.24,247.87,86675,86800.297,7863.4959,7033.16
2026-01-01 01:00:00,266.13,263.99,84870,85962.703,8025.9464,7057.74
2026-01-01 01:15:00,259.12,247.01,83070,83956.602,8026.339,7082.02
2026-01-01 01:30:00,256.98,190.55,80960,82670.703,8147.581,7116.38
2026-01-01 01:45:00,254.29,222.92,79555,81276.898,8030.5626,7144.27
2026-01-01 02:00:00,255.1,227.75,78125,80029.398,8065.5686,7170.26
2026-01-01 02:15:00,260,240,76625,79787.102,8136.1807,7258.54
2026-01-01 02:30:00,252,250,75670,78001.398,8157.1693,7349.27
2026-01-01 02:45:00,252.11,150,74340,76502,8183.0032,7380.61
2026-01-01 03:00:00,257.25,150.38,73235,75798,8320.9794,7419.62
2026-01-01 03:15:00,252,196,72550,74550.102,8329.2652,7485.09
2026-01-01 03:30:00,248,206.69,70960,73716.703,8376.343,7532.79
2026-01-01 03:45:00,246.95,213.29,70095,72877.5,8405.5991,7576.81
2026-01-01 04:00:00,246.23,205.06,68810,72248.797,8464.3511,7628.76
2026-01-01 04:15:00,236.38,200.41,67895,71103.797,8580.0277,7880.03
2026-01-01 04:30:00,213.39,200,67080,70569.703,8663.4064,7920.3
2026-01-01 04:45:00,229.7,191.42,66355,69393.203,8659.74,7955.07
2026-01-01 05:00:00,208.59,150.3,65540,68679.398,8702.1931,7986.67
2026-01-01 05:15:00,217.71,121.24,65270,68472.102,8652.9989,8031.68
2026-01-01 05:30:00,223.2,200,65180,68125.898,8812.7587,8063.56
2026-01-01 05:45:00,217.11,0,65000,67877.398,8936.446,8095.96
2026-01-01 06:00:00,223.2,188.46,65180,68221.703,8918.1298,8131.72
2026-01-01 06:15:00,223.2,10.29,65360,67841.898,9048.741,7889.41
2026-01-01 06:30:00,244.45,150.15,66635,68287.898,9202.1232,7909.49
2026-01-01 06:45:00,240,-42.84,66815,68104,9228.7588,7929.98
2026-01-01 07:00:00,246.9,-0.81,67355,68711.297,9146.5249,7950.41
2026-01-01 07:15:00,240.25,0,67830,69161.102,9357.4919,7890.93
2026-01-01 07:30:00,242.09,0,68545,69318.102,9439.5263,8034.51
2026-01-01 07:45:00,245.22,0,68540,69884.5,9535.2864,8266.94
2026-01-01 08:00:00,246.36,-45,67610,68350.797,9746.0754,8623.66
2026-01-01 08:15:00,245.25,-50,65935,66812.602,9938.1095,9124.71
2026-01-01 08:30:00,245.42,-50,65120,65145.602,10412.4027,9730.8
2026-01-01 08:45:00,235,-50,64245,63553.699,10714.0132,10391.9
2026-01-01 09:00:00,223.73,-50,64460,63344.699,10901.6059,11109.8
2026-01-01 09:15:00,219.43,-44.04,64605,63312.602,11421.4324,12032.9
2026-01-01 09:30:00,221.06,-45.27,64995,64198.5,12531.4214,12703.6
2026-01-01 09:45:00,201.36,-44.14,64585,64189.898,12851.0583,13352.6
2026-01-01 10:00:00,156.59,-44.14,64410,63512.5,12987.6729,13968.7
2026-01-01 10:15:00,156.95,-50,64400,62920.199,13176.691,14585.7
2026-01-01 10:30:00,7.65,-50,63340,60921.5,12181.2981,15094.2
2026-01-01 10:45:00,7.66,-50,63165,60892.5,12182.6787,15527.9
2026-01-01 11:00:00,-42.35,-39.72,62930,61169.301,11204.3286,15891.3
2026-01-01 11:15:00,-37.35,-50,63460,61496.898,12871.3384,16185.7
2026-01-01 11:30:00,-42.35,-49.46,64010,61727.398,12351.8814,16342.9
2026-01-01 11:45:00,-42.35,-37.91,63825,60898.898,11467.8352,16414.9
2026-01-01 12:00:00,-42.35,-41.97,62885,61152.301,10423.8464,16416.699
2026-01-01 12:15:00,-42.35,-42.81,62175,60495,10069.3156,16451.301
2026-01-01 12:30:00,-42.35,-39.76,63245,63765.5,10584.5112,16297.1
2026-01-01 12:45:00,-42.35,142.48,62565,63467.199,11529.2065,16117.2
2026-01-01 13:00:00,-42.35,-0.12,62030,63877,11272.5761,15867.2
2026-01-01 13:15:00,-42.35,-50,61245,62885.301,11402.7949,15559.6
2026-01-01 13:30:00,-42.35,-40.49,61395,63480.699,11020.0058,15232.2
2026-01-01 13:45:00,-40.48,12.12,61825,64119.699,11152.8259,14842.5
2026-01-01 14:00:00,-42.35,-18.47,61990,63835.801,10926.5708,14399.4
2026-01-01 14:15:00,-42.35,-38.96,61205,62626.301,10700.7231,13928.9
2026-01-01 14:30:00,-42.35,-38.38,59955,60530.102,10221.899,13317.9
2026-01-01 14:45:00,-42.35,-38.76,59500,61310.301,9814.3081,12770.5
2026-01-01 15:00:00,-42.35,-38.56,59910,61273.699,9210.5674,12200.6
2026-01-01 15:15:00,-40.9,-39.76,60570,62297.699,8865.6026,11606.1
2026-01-01 15:30:00,-42.35,-38.94,61570,62575.102,8579.0459,11053.8
2026-01-01 15:45:00,-42.35,-41.64,62305,63605.301,8187.6299,10500.9
2026-01-01 16:00:00,7.65,9.93,63785,63054.398,7852.9668,9932.69
2026-01-01 16:15:00,-12.35,-40.42,64930,64339.199,7579.3964,9083.85
2026-01-01 16:30:00,161.64,-42.06,67160,65653.102,7192.2698,8537.32
2026-01-01 16:45:00,212.72,9.56,69190,69393.602,6933.4741,7956.01
2026-01-01 17:00:00,221.06,274.47,70940,71022.5,6753.5838,7439.02
2026-01-01 17:15:00,238.64,182.35,73295,73533.5,6533.8787,6999.28
2026-01-01 17:30:00,252.18,204.98,75840,75208.5,6333.9915,6632.57
2026-01-01 17:45:00,258.94,242.21,77695,77059.297,6106.5621,6373
2026-01-01 18:00:00,262.18,241.3,79815,78865.102,5890.0759,6220.92
2026-01-01 18:15:00,265.88,250.1,82370,80399.797,5895.5087,6221.79
2026-01-01 18:30:00,265.48,257.41,83270,81862.703,5793.7076,6322.87
2026-01-01 18:45:00,267.31,256,83635,81925.398,5918.5472,6422.66
2026-01-01 19:00:00,265.27,205.53,82995,81548.898,6120.7652,6527.08
2026-01-01 19:15:00,265.71,100.65,83815,81056.703,6379.849,6741.35
2026-01-01 19:30:00,265.44,210.36,85260,83296.203,6608.6916,6847.94
2026-01-01 19:45:00,264.18,191.66,85620,83388.203,6806.9933,6969.44
2026-01-01 20:00:00,267.25,262.14,85620,83650,7058.9205,7098.92
2026-01-01 20:15:00,267.92,253.9,85710,83082.898,7457.8822,7229
2026-01-01 20:30:00,269.62,249.39,85710,83407,7775.7939,7396.17
2026-01-01 20:45:00,271.2,251.35,86000,83864.297,8241.8929,7570.95
2026-01-01 21:00:00,277.02,251.9,85895,83695.297,8590.4272,7770.31
2026-01-01 21:15:00,275.76,269.39,85170,83491.602,9040.7204,8085.47
2026-01-01 21:30:00,277.06,262.73,84810,82920.203,9398.9762,8275.66
2026-01-01 21:45:00,272.48,159.25,83815,82611.5,9646.8023,8477.74
2026-01-01 22:00:00,275.31,254.25,83000,81358.5,9782.3848,8676.9
2026-01-01 22:15:00,273.01,250.65,81735,81135.703,9846.9172,8983
2026-01-01 22:30:00,271.44,248.99,80200,78859,9807.5538,9188.95
2026-01-01 22:45:00,271.75,241.5,78660,78379.602,9833.5059,9400.26
2026-01-01 23:00:00,266.6,266.22,77035,77509.102,10087.581,9591.56
2026-01-01 23:15:00,264.55,253.59,75045,75212.297,10302.8033,9581.47
2026-01-01 23:30:00,251.43,239.24,73510,73858.102,10116.3465,9775.14
2026-01-01 23:45:00,251.56,246.63,71520,72157.203,10213.9237,9904.05
2026-01-02 00:00:00,239.4,245.23,69895,70882.102,10117.6484,10000.3
2026-01-02 00:15:00,270.87,322.15,67325,70325.297,10393.1959,10076.3
2026-01-02 00:30:00,294.81,461.38,71525,77522.797,10517.3163,10914.6
2026-01-02 00:45:00,288.29,332.99,71145,77132.102,10751.1813,10980.3
2026-01-02 01:00:00,278.75,276.14,69765,74737.398,10724.4523,11044.5
2026-01-02 01:15:00,274.43,275.84,68470,72980.203,10693.6666,11122.2
2026-01-02 01:30:00,270,277,67440,71123.5,10694.2447,11153.1
2026-01-02 01:45:00,265.6,264.44,66375,69757.203,10811.9414,11189.3
2026-01-02 02:00:00,260.94,266.41,65380,68564.703,10824.2055,11216.4
2026-01-02 02:15:00,261.57,265.53,64545,67509.703,10869.1511,11367.2
2026-01-02 02:30:00,260,267.96,64040,66283.203,10963.5835,11410.6
2026-01-02 02:45:00,254,246.49,63275,64669.5,11137.5666,11428.4
2026-01-02 03:00:00,254,157.41,62700,63679.898,11227.9469,11441.9
2026-01-02 03:15:00,254,43.25,62380,62331.699,11244.7013,11491
2026-01-02 03:30:00,248.27,43.25,61665,62029.602,11324.833,11509.1
2026-01-02 03:45:00,250,43.25,61405,61037.301,11433.0524,11534.6
2026-01-02 04:00:00,247,43.25,60755,61011.801,11436.0215,11553.8
2026-01-02 04:15:00,247,17.49,60440,60671.801,11483.6598,11563.2
2026-01-02 04:30:00,240.2,17.49,60195,60364.398,11558.2611,11558.4
2026-01-02 04:45:00,238,43.25,60000,59545.199,11635.8673,11564.2
2026-01-02 05:00:00,240.2,10,60115,59915.602,11696.7815,11612.7
2026-01-02 05:15:00,240.25,102,60040,59259,11789.9131,11567.3
2026-01-02 05:30:00,245.75,43.25,60730,59792.801,11957.7206,11502.6
2026-01-02 05:45:00,250,43.25,61160,59448.102,11873.5542,11486
2026-01-02 06:00:00,260,43.25,62300,60535.602,11972.8429,11464.1
2026-01-02 06:15:00,260.2,43.25,63230,61174.398,12161.0054,11300.1
2026-01-02 06:30:00,270.3,208.24,65520,62990.699,12361.9483,11287.9
2026-01-02 06:45:00,277,250.34,66990,63419.398,12389.4851,11273
2026-01-02 07:00:00,280.1,43.25,69280,65573.703,12433.1565,11265.9
2026-01-02 07:15:00,290,253.28,71515,66922.703,12519.944,11339.9
2026-01-02 07:30:00,312.16,276.66,74025,69664.703,12446.7885,11488.2
2026-01-02 07:45:00,324.25,179.16,75870,74245.297,12619.4627,11464
2026-01-02 08:00:00,320.22,425.47,77580,76473.5,12858.1451,11890.7
2026-01-02 08:15:00,346.76,388.72,80855,80095.297,13288.9236,12502.8
2026-01-02 08:30:00,410.53,341.99,84730,83982.898,13727.5492,13268
2026-01-02 08:45:00,427.84,249.01,86055,85001,14293.2543,13983.2
2026-01-02 09:00:00,504.92,303.29,86755,85315.602,14768.0484,14914.2
2026-01-02 09:15:00,485.54,280.06,86955,84885.898,15314.3631,15871.3
2026-01-02 09:30:00,508.99,174.17,87215,84735.102,16009.7309,16745.6
2026-01-02 09:45:00,542.58,255.01,86995,84600.203,16681.519,17607.301
2026-01-02 10:00:00,338.01,252.39,86325,83743,17293.0269,18445.9
2026-01-02 10:15:00,329.78,70.74,85915,82021.203,17856.3525,19229.199
2026-01-02 10:30:00,296.52,188.29,84005,80340.703,17860.2939,19968.5
2026-01-02 10:45:00,291.39,178.19,83400,79931.102,18538.8095,20615.9
2026-01-02 11:00:00,291.78,-48.64,82715,78812.203,18787.8633,21177.699
2026-01-02 11:15:00,301.45,0.19,82565,78291.602,18470.9599,21573
2026-01-02 11:30:00,806.85,20.41,82035,78738.203,18892.5376,21801.699
2026-01-02 11:45:00,284.45,-48.66,80775,77766.602,18525.0977,22028
2026-01-02 12:00:00,258.7,0.77,78330,75490,18512.9189,22175.1
2026-01-02 12:15:00,138.02,-49.71,73300,70809.398,15687.9727,22285.1
2026-01-02 12:30:00,258.72,-48.95,73585,73455,17166.1651,22200.199
2026-01-02 12:45:00,258.53,-49.47,73410,72159.5,17699.7949,22088.801
2026-01-02 13:00:00,227.27,-50,72620,71890.797,16785.6246,21865.4
2026-01-02 13:15:00,259.76,-48.21,73110,70007.203,16253.2632,21603.801
2026-01-02 13:30:00,283.66,-47.86,73990,70489.5,14963.4815,21259
2026-01-02 13:45:00,269.78,-28.86,76600,72384.203,15820.4277,20845.801
2026-01-02 14:00:00,267.5,-41.55,79710,74606.203,16795.2871,20372.301
2026-01-02 14:15:00,267.9,-40.01,79565,73805.797,16054.0312,19874.199
2026-01-02 14:30:00,267.9,-50,79450,72326.398,16271.3867,19248.9
2026-01-02 14:45:00,270.11,-45.63,80385,74225.398,15742.6622,18578.4
2026-01-02 15:00:00,272.44,10.25,81225,75068,15768.1221,17822.1
2026-01-02 15:15:00,269.35,-44.48,82125,76041.203,15173.8389,17010.5
2026-01-02 15:30:00,278.41,10.75,83590,77228.297,14627.5918,16231.7
2026-01-02 15:45:00,297.32,239.44,85545,80435.398,14261.4091,15285.2
2026-01-02 16:00:00,316,280.33,87200,82440.102,13417.4384,14314.9
2026-01-02 16:15:00,303.88,269.73,89190,84507,12358.606,13153
2026-01-02 16:30:00,307.26,330.89,91925,87224,11326.0982,12227.5
2026-01-02 16:45:00,469.94,309.85,93835,90411.898,10431.3525,11268
2026-01-02 17:00:00,513.68,398.07,95750,92998.398,9676.3972,10369.6
2026-01-02 17:15:00,474.47,344.4,97130,94807.5,9093.6953,9634.45
2026-01-02 17:30:00,646.07,311.26,97955,97126.797,8635.0733,9040.62
2026-01-02 17:45:00,494.9,431.12,96910,96758.203,8439.2928,8599.52
2026-01-02 18:00:00,501.44,379.45,97810,99527,8163.7647,8326.57
2026-01-02 18:15:00,506.43,488.11,98975,99386.797,8222.9006,8350.1
2026-01-02 18:30:00,523.6,400.86,101365,102316,8117.202,8427.81
2026-01-02 18:45:00,521.23,618.61,102430,103186,8177.1329,8547.55
2026-01-02 19:00:00,626.53,715.52,103305,104984,8173.726,8694.06
2026-01-02 19:15:00,503.09,1168.84,103150,103753,8310.7881,8843.99
2026-01-02 19:30:00,614.31,658.69,105000,107163,8506.4835,8958.6
2026-01-02 19:45:00,522.57,1102.52,104730,107254,8683.013,9080.56
2026-01-02 20:00:00,547.54,495.69,103910,106267,8908.8003,9220.63
2026-01-02 20:15:00,502.58,325.89,102990,104823,9054.3325,9341.94
2026-01-02 20:30:00,551.54,329.98,102870,106141,9227.9039,9442.47
2026-01-02 20:45:00,519.37,684.16,102335,106116,9438.0269,9540.24
2026-01-02 21:00:00,556.25,731.51,101795,105742,9837.0754,9628.42
2026-01-02 21:15:00,512.06,370.58,100475,104474,10034.7967,9707.59
2026-01-02 21:30:00,516.03,351.95,99775,103736,10141.7374,9794.58
2026-01-02 21:45:00,492.88,335.25,98445,102822,10399.661,9962.8
2026-01-02 22:00:00,501.08,531.7,97155,101314,10647.9797,10037.6
2026-01-02 22:15:00,489.86,667.08,95165,99378.102,10812.9317,10163.6
2026-01-02 22:30:00,450.66,292.27,93160,97757.5,11016.7586,10208.7
2026-01-02 22:45:00,363.66,485.39,91595,95865.102,11042.0216,10245.6
2026-01-02 23:00:00,336.31,452.69,89330,92903.297,11085.5696,10279.2
2026-01-02 23:15:00,297.73,342.44,87045,90022.5,11121.6907,10202.4
2026-01-02 23:30:00,269.61,284.93,85020,87670.297,11198.9989,10226.9
2026-01-02 23:45:00,261.02,291.56,82770,86172.703,11348.5221,10249.3
2026-01-03 00:00:00,264.86,267.11,81060,84437.898,11367.8627,10231.9
2026-01-03 00:15:00,292.68,314.75,78465,83982.703,11401.8069,10204.5
2026-01-03 00:30:00,555.09,291.8,88525,90875.602,11357.4353,10299.6
2026-01-03 00:45:00,531.87,297.24,87695,90224.797,11375.6752,10307.8
2026-01-03 01:00:00,511.52,260.98,85455,88225.102,11424.8333,10315.8
2026-01-03 01:15:00,429.54,323.14,83525,87479.602,11610.2801,10335.9
2026-01-03 01:30:00,356.39,285.75,81680,84615.102,11786.2537,10314.3
2026-01-03 01:45:00,372.76,252.82,80700,83493.297,11854.8049,10287.4
2026-01-03 02:00:00,424.16,410.22,79275,82719,11838.0041,10250.4
2026-01-03 02:15:00,295.27,392.69,77705,81050,11893.796,10351.2
2026-01-03 02:30:00,278.19,390.65,76720,80849.102,11918.3585,10341.7
2026-01-03 02:45:00,287.47,374.34,75900,79353.703,11738.9781,10320.8
2026-01-03 03:00:00,306.17,342.84,74490,78606.602,11685.8529,10290.6
2026-01-03 03:15:00,307.77,327.27,73735,77789.5,11702.6477,10345.3
2026-01-03 03:30:00,311.28,338.18,72920,77014.5,11589.9099,10338.8
2026-01-03 03:45:00,297.63,302.07,71995,75932,11635.7818,10322.4
2026-01-03 04:00:00,298.32,326.26,71245,75203.797,11723.1095,10307.7
2026-01-03 04:15:00,303.4,311.05,70240,74064,11790.1687,10290.3
2026-01-03 04:30:00,303.9,305.12,70065,73968.102,11880.7957,10258.4
2026-01-03 04:45:00,300.86,312.06,69620,73459.102,11793.6621,10233.2
2026-01-03 05:00:00,300.44,303.61,69330,73125.5,11799.543,10206.1
2026-01-03 05:15:00,300.27,310.15,68500,72238.797,11718.0475,10178.8
2026-01-03 05:30:00,304.17,301.45,69255,73743.703,11663.7487,10135.9
2026-01-03 05:45:00,303.63,353.31,69745,74025.203,11496.3611,10094
2026-01-03 06:00:00,306.98,326.18,70750,74547.797,11343.7484,10041.4
2026-01-03 06:15:00,320.16,328.29,71815,75389.203,11221.2424,9973.66
2026-01-03 06:30:00,328.22,359.75,73665,76430,11076.0744,9909.49
2026-01-03 06:45:00,343.41,402.13,75055,77715.602,10951.7524,9862.15
2026-01-03 07:00:00,344.28,433.47,77250,78948.602,10780.5863,9813.54
2026-01-03 07:15:00,355.42,424.73,79395,81015.398,10658.5853,9654.99
2026-01-03 07:30:00,376.73,498.73,81735,83597.898,10730.2035,9768.44
2026-01-03 07:45:00,404.45,579.09,83575,86006.5,10950.6025,10033.9
2026-01-03 08:00:00,418.93,543.24,84825,88439,11337.4678,10502.6
2026-01-03 08:15:00,477.59,571.27,87845,91164.5,11731.8473,11137.4
2026-01-03 08:30:00,502.54,509.16,90875,94681.703,12090.4856,11939
2026-01-03 08:45:00,527.26,352.31,92970,94847,12502.8048,12826.1
2026-01-03 09:00:00,496.31,306.22,93725,95581.602,13091.6863,13782.2
2026-01-03 09:15:00,509.47,327.33,93900,95782.797,13619.1323,14825.7
2026-01-03 09:30:00,502.59,304.98,93905,94582.102,14366.2793,15781.4
2026-01-03 09:45:00,473.19,294.07,93850,94768.203,15183.5127,16757.6
2026-01-03 10:00:00,455.9,303.44,93155,94569.398,15714.8442,17697.9
2026-01-03 10:15:00,393.13,287.78,91740,92540.5,16167.4277,18639.6
2026-01-03 10:30:00,286.49,259.81,88270,89951.797,16497.6904,19373.1
2026-01-03 10:45:00,286.07,272.71,87160,89657,16930.293,20015
2026-01-03 11:00:00,286.85,287.01,86415,89428.102,17210.8565,20567.5
2026-01-03 11:15:00,286.73,277.65,85645,89210.297,17543.4873,20996.699
2026-01-03 11:30:00,276.61,252.47,85130,88788.398,17741.9307,21324.199
2026-01-03 11:45:00,265.65,253.02,82955,87578.703,17821.8545,21575.301
2026-01-03 12:00:00,263.08,253.5,80615,84512.203,17615.6299,21752.801
2026-01-03 12:15:00,30.18,8.93,74590,79027.102,17295.7846,21812.699
2026-01-03 12:30:00,205.55,233.05,77485,81213.203,17660.4043,21756.301
2026-01-03 12:45:00,253.48,14.41,76625,80897.398,17489.3603,21671.699
2026-01-03 13:00:00,155.56,6.18,76775,80401,17464.9321,21503.6
2026-01-03 13:15:00,204.97,211.38,76055,80399.602,17218.4815,21297.301
2026-01-03 13:30:00,264.94,256.56,77905,81473,16945.6118,20985.1
2026-01-03 13:45:00,275.3,259.41,81060,83684.5,16727.9483,20597.199
2026-01-03 14:00:00,285.83,159.71,85050,86644.297,16461.2061,20148.699
2026-01-03 14:15:00,270.37,250.28,84890,85668,16122.4029,19628.301
2026-01-03 14:30:00,246.29,199.35,82785,84734.898,15732.5732,19022.199
2026-01-03 14:45:00,248.09,227.37,83615,84077.398,15238.1494,18321.199
2026-01-03 15:00:00,260.59,212.35,84955,84507.5,14865.9165,17510.801
2026-01-03 15:15:00,275.68,176.5,86050,85866.297,14339.0508,16664.301
2026-01-03 15:30:00,293.49,292.34,87420,87565,13671.9644,15700.7
2026-01-03 15:45:00,305.38,298.36,89410,89689.102,12889.3105,14682.9
2026-01-03 16:00:00,308.56,354.96,91850,92520.102,12134.7159,13630.2
2026-01-03 16:15:00,362.49,270.98,93840,94662.297,11374.2573,12329.9
2026-01-03 16:30:00,455.53,309.67,96685,98085.203,10694.2029,11326.2
2026-01-03 16:45:00,480.74,363.83,99375,100012,9941.3501,10287.5
2026-01-03 17:00:00,496.32,295.67,101680,102540,9302.2339,9347.78
2026-01-03 17:15:00,519.99,342.34,103490,104263,8836.4432,8530.36
2026-01-03 17:30:00,559.11,320.08,104710,106347,8469.7873,7876.42
2026-01-03 17:45:00,523.39,321.49,102825,106080,8277.0771,7389.18
2026-01-03 18:00:00,552.86,352.27,103650,106601,8369.893,7075.99
2026-01-03 18:15:00,561.37,343.03,104990,108171,8433.7708,7081.51
2026-01-03 18:30:00,597.12,328.01,107785,111126,8775.6764,7161.23
2026-01-03 18:45:00,607.91,332.94,109190,111548,9052.3862,7269.41
2026-01-03 19:00:00,627.28,343.94,109945,111406,9224.6684,7383.03
2026-01-03 19:15:00,611.14,319.86,110085,111677,9357.6833,7534.47
2026-01-03 19:30:00,737.04,368.3,113000,114535,9357.5161,7645.41
2026-01-03 19:45:00,612.08,401.93,112515,114766,9531.299,7759.64
2026-01-03 20:00:00,631.87,361.3,111685,114676,9667.4782,7868.6
2026-01-03 20:15:00,605.16,359.74,109915,112883,9760.8495,8001.52
2026-01-03 20:30:00,600.94,340.68,109620,113273,9892.8938,8089.2
2026-01-03 20:45:00,587,419.53,109285,113236,10072.083,8166.14
2026-01-03 21:00:00,585.37,428.78,108425,112814,10148.1253,8233.38
2026-01-03 21:15:00,581.61,371.13,106995,110741,10192.6365,8301.96
2026-01-03 21:30:00,571.65,359.9,105395,110641,10197.1935,8355.76
2026-01-03 21:45:00,559.01,327.72,103895,107758,10109.6207,8384.06
2026-01-03 22:00:00,544,311.02,101955,106694,10120.2764,8404.55
2026-01-03 22:15:00,531.35,315.94,99610,104445,10070.2923,8418.06
2026-01-03 22:30:00,508.63,278.21,97235,102313,9952.6798,8411.92
2026-01-03 22:45:00,440.78,65.24,95265,100209,9753.8242,8402.39
2026-01-03 23:00:00,313.26,266.02,92425,97615.5,9828.1466,8389.54
2026-01-03 23:15:00,265.31,256.44,89865,95204.5,9709.5176,8288.83
2026-01-03 23:30:00,265.61,249.42,87420,92597.102,9451.1713,8258.51
2026-01-03 23:45:00,262.63,218.79,84795,89767.797,9085.6692,8221.23
2026-01-04 00:00:00,264.12,249.09,82740,87407.297,8910.1184,8167.64
2026-01-04 00:15:00,252.29,275.92,87260,87534,8821.405,8302.12
2026-01-04 00:30:00,521.94,358.74,96045,96582.5,8658.1904,8035.74
2026-01-04 00:45:00,439.54,273.83,95565,94216.898,8573.2367,7953.12
2026-01-04 01:00:00,391.43,267.12,93360,92700.398,8742.5088,7867.52
2026-01-04 01:15:00,424.58,416.85,91620,91012.398,8757.7473,7812.25
2026-01-04 01:30:00,380.02,395.39,89655,89033.102,8675.7411,7707.9
2026-01-04 01:45:00,393.68,333.2,88560,88065.398,8564.9993,7608.73
2026-01-04 02:00:00,369.63,307.98,87355,86183.602,8324.0863,7508.23
2026-01-04 02:15:00,352.29,295.09,86440,84656.102,8275.0603,7499.64
2026-01-04 02:30:00,313.74,281.41,85220,84536.102,7834.4295,7397.01
2026-01-04 02:45:00,288.03,291.69,84075,82997.102,7784.2351,7299.58
2026-01-04 03:00:00,283.84,281.33,83045,81627.297,7777.1477,7204.6
2026-01-04 03:15:00,279.15,283.56,82115,81488.203,7649.1121,7197.34
2026-01-04 03:30:00,277.94,277.04,81250,80674.602,7680.8394,7126.34
2026-01-04 03:45:00,276.17,288.05,80845,80167.797,7724.6831,7062.27
2026-01-04 04:00:00,277.74,288.54,79905,79221.203,7755.9562,7016.69
2026-01-04 04:15:00,277.53,265.45,78670,79755.898,7848.1182,7034.38
2026-01-04 04:30:00,280.46,303.74,78335,78655.602,7760.1746,6937.19
2026-01-04 04:45:00,280.67,280.07,77805,78831.602,7505.6818,6888.34
2026-01-04 05:00:00,286.96,280.23,77870,78142.602,7418.2259,6841.08
2026-01-04 05:15:00,281.98,296.02,77000,78276.398,7439.4579,6807.08
2026-01-04 05:30:00,281.7,276.93,77545,78756.602,7311.7669,6776.5
2026-01-04 05:45:00,281.84,269.8,77645,78828.602,7197.5418,6752.49
2026-01-04 06:00:00,279.32,269.3,79080,80307.703,6859.4102,6732.91
2026-01-04 06:15:00,284.71,345.48,79915,81023.398,6838.985,6570.67
2026-01-04 06:30:00,309.26,333.03,82100,83625.898,7363.206,6573.67
2026-01-04 06:45:00,311.46,290.47,83680,84579.797,7226.7952,6578.3
2026-01-04 07:00:00,330.9,318.32,84570,87230.602,7422.1974,6594.77
2026-01-04 07:15:00,329.66,314.17,86120,89369.898,7623.6309,6575.72
2026-01-04 07:30:00,362.66,462.17,88930,92264.898,7675.6253,6754.25
2026-01-04 07:45:00,349.41,598.79,90520,93741.797,7557.6081,7076.16
2026-01-04 08:00:00,348.27,351.55,93135,94862.797,7770.3165,7570.76
2026-01-04 08:15:00,294.9,382.4,94940,97079.297,7961.5457,8225.09
2026-01-04 08:30:00,266.31,352.87,98415,100779,8438.654,9021.42
2026-01-04 08:45:00,279.03,295.47,99405,100780,8922.9289,9902.98
2026-01-04 09:00:00,316.78,359.18,100295,101664,9470.7671,10873.4
2026-01-04 09:15:00,267.61,342.11,100825,101849,9967.3335,12013.8
2026-01-04 09:30:00,267.93,303.35,100750,101478,10816.9419,12981.7
2026-01-04 09:45:00,267.48,290.39,100215,101228,11310.3565,13903.4
2026-01-04 10:00:00,272.66,248.59,99390,100516,12044.4653,14811.9
2026-01-04 10:15:00,281.86,277.16,98280,98019,12402.4536,15686
2026-01-04 10:30:00,278.52,271.43,95105,94826.297,12975.5391,16421.301
2026-01-04 10:45:00,257.78,233.86,94250,94075.102,13037.2778,17071.4
2026-01-04 11:00:00,257.73,272.04,93475,93181.898,13200.4805,17631.9
2026-01-04 11:15:00,261.29,263.44,92835,92215.602,13488.5732,18143.301
2026-01-04 11:30:00,257.66,240.56,92560,92567.398,13671.8418,18469
2026-01-04 11:45:00,258.22,256.31,89815,90006.203,13657.1611,18661.6
2026-01-04 12:00:00,261.28,253.65,87585,87512.398,13464.8477,18779.199
2026-01-04 12:15:00,43.97,0.03,81800,81323.5,13075.1738,18781.4
2026-01-04 12:30:00,240.12,5.47,84075,84130.602,13199.1128,18675
2026-01-04 12:45:00,146.96,162.98,83155,83882.203,13104.2349,18539.301
2026-01-04 13:00:00,80.88,104.19,83100,82499.398,12757.6895,18300.4
2026-01-04 13:15:00,206.08,8.05,83265,82316.203,12286.8721,17991.301
2026-01-04 13:30:00,246.28,158.41,84755,83231,12141.378,17607.699
2026-01-04 13:45:00,253.77,200.79,86970,85272.797,11918.3735,17148.801
2026-01-04 14:00:00,263.87,236.36,90040,88300.797,11506.915,16634.4
2026-01-04 14:15:00,256.34,42.36,90215,86883.297,11248.6184,16082.4
2026-01-04 14:30:00,256.08,62.04,89100,86260.102,10983.6858,15388.1
2026-01-04 14:45:00,258.08,87.46,90415,87187.102,10462.2705,14647.7
2026-01-04 15:00:00,265.99,240.75,91585,88645.102,9987.4639,13797.6
2026-01-04 15:15:00,269.8,252.94,92955,89440.5,9138.4829,12888.7
2026-01-04 15:30:00,274.07,241.84,94060,90012.398,8490.3804,11909.3
2026-01-04 15:45:00,280.89,266.44,96195,92024.898,7804.0388,10879.6
2026-01-04 16:00:00,292.16,274.75,98285,93888.602,6979.7298,9824.63
2026-01-04 16:15:00,304.75,285.46,100030,96430,6212.1924,8558.72
2026-01-04 16:30:00,313.37,292.59,101885,100474,5464.1121,7478.92
2026-01-04 16:45:00,322.69,405.86,104235,102574,4698.3742,6459.59
