times,day_ahead_price,real_time_price,load_actual,wind_solar_actual
2025/1/1 0:15,223.74,330,77430,4345.3746
2025/1/1 0:30,268.98,337,79740,4365.9982
2025/1/1 0:45,261.07,300,79556.797,4417.3059
2025/1/1 1:00,254.78,320,79058.203,4397.0404
2025/1/1 1:15,249.84,320,77559.703,4413.3578
2025/1/1 1:30,246.43,337,76561.602,4515.2708
2025/1/1 1:45,221.47,330,74837.5,4580.9299
2025/1/1 2:00,167,330,74640.602,4682.8112
2025/1/1 2:15,207.46,330,73890,4769.4888
2025/1/1 2:30,159,340,72692.5,4900.0558
2025/1/1 2:45,155.73,335,70660.898,5082.0454
2025/1/1 3:00,173.62,300,70065.398,5133.7289
2025/1/1 3:15,150,307.1,70048.5,5191.51
2025/1/1 3:30,154.67,506.11,69158.102,5256.0467
2025/1/1 3:45,144.22,310,68418.203,5288.8469
2025/1/1 4:00,88.75,307,67489,5248.2324
2025/1/1 4:15,83.77,313,66255.703,5259.5929
2025/1/1 4:30,83.77,299,66298.297,5261.5368
2025/1/1 4:45,87,320,65649.203,5258.7897
2025/1/1 5:00,82.96,320,65151.398,5249.6983
2025/1/1 5:15,90.82,299.1,64405.199,5243.2173
2025/1/1 5:30,95,305,64318.199,5276.8933
2025/1/1 5:45,70.8,310.7,63852.398,5248.1733
2025/1/1 6:00,83.77,313,64634.699,5233.1658
2025/1/1 6:15,83.77,315,64657.102,5221.3929
2025/1/1 6:30,100,330,64575.602,5278.0513
2025/1/1 6:45,137,330,65102.898,5297.8017
2025/1/1 7:00,147,331,64800.5,5460.1104
2025/1/1 7:15,178.6,331,65098.898,5473.603
2025/1/1 7:30,159,280,66915.898,5338.3527
2025/1/1 7:45,175.84,299.1,67373.102,5540.3333
2025/1/1 8:00,158.2,431.94,67412.203,5700.3912
2025/1/1 8:15,69.18,292.29,65475.699,6023.1722
2025/1/1 8:30,94.16,290,64383.102,6361.6208
2025/1/1 8:45,49.64,0.14,64101.5,6707.1109
2025/1/1 9:00,71.89,145.93,64008.301,6998.0446
2025/1/1 9:15,139.62,290.14,64464.102,7483.5044
2025/1/1 9:30,60.01,95.05,64477.301,7865.7327
2025/1/1 9:45,68.22,74.96,64648.301,8432.6201
2025/1/1 10:00,69.49,92.75,64349,8851.9136
2025/1/1 10:15,69.59,285.97,64080.602,9247.5806
2025/1/1 10:30,51.96,145.84,63274.5,9748.9957
2025/1/1 10:45,63.67,69.34,62540.801,10277.9092
2025/1/1 11:00,66.57,1.88,62428.102,10434.2675
2025/1/1 11:15,57.26,46,63058.699,10458.865
2025/1/1 11:30,61.46,104.6,63589.602,10657.1487
2025/1/1 11:45,67.76,271.51,62818.602,10666.918
2025/1/1 12:00,63.21,209.78,62383.898,10426.4243
2025/1/1 12:15,10.08,743.3,60230.199,10416.3589
2025/1/1 12:30,9.4,175,61502.199,10431.6108
2025/1/1 12:45,0,301.01,61196.102,10151.4099
2025/1/1 13:00,0,196.37,60360.398,9949.4375
2025/1/1 13:15,0.01,146.68,59757.301,9726.3845
2025/1/1 13:30,0.03,164.34,60019.398,9561.2148
2025/1/1 13:45,0.61,262.02,60306.602,9288.5376
2025/1/1 14:00,0.03,290.53,61372.898,9117.2313
2025/1/1 14:15,0.15,295,60483.102,8588.7491
2025/1/1 14:30,0.5,288.26,59722.398,8477.2502
2025/1/1 14:45,0.12,334.38,59827.102,8134.0325
2025/1/1 15:00,0.03,308.06,60067.898,7683.2222
2025/1/1 15:15,0.02,357.01,60496.602,7244.8428
2025/1/1 15:30,10.23,304.24,61642.898,6760.729
2025/1/1 15:45,51.86,650.03,62506.898,6277.4214
2025/1/1 16:00,82.65,337.08,63325,5791.6196
2025/1/1 16:15,161.29,315,65078.5,5344.49
2025/1/1 16:30,85.09,331.35,66923.797,4822.0376
2025/1/1 16:45,83.81,321.35,68478.203,4390.9247
2025/1/1 17:00,85.29,342.73,70562.203,3957.0962
2025/1/1 17:15,135.16,330,72634.102,3575.1601
2025/1/1 17:30,227.25,376,75273.797,3131.4821
2025/1/1 17:45,260.91,334.08,74958.898,2931.4593
2025/1/1 18:00,277.23,349.94,77601.297,2919.1512
2025/1/1 18:15,283.15,395,79436.203,2965.4069
2025/1/1 18:30,292.3,380,80952.602,3252.2578
2025/1/1 18:45,295.18,391,81615.898,3557.877
2025/1/1 19:00,295.62,370,79872,3620.5185
2025/1/1 19:15,295.41,320,80439.703,3767.2095
2025/1/1 19:30,295.21,380,82823.297,3813.6291
2025/1/1 19:45,296.53,380,82837.898,3863.1065
2025/1/1 20:00,294.36,370,83302.5,3836.4879
2025/1/1 20:15,294.83,350,82575.703,3751.7927
2025/1/1 20:30,295.09,379,83623,3883.7364
2025/1/1 20:45,299.2,370,83015,3943.5362
2025/1/1 21:00,295.25,370,83505,4111.3139
2025/1/1 21:15,295.26,400,83207.297,4208.4761
2025/1/1 21:30,298.09,410,83581.102,4178.3428
2025/1/1 21:45,294.2,410,82858.703,4131.7203
2025/1/1 22:00,295.09,425,81935.203,4161.2273
2025/1/1 22:15,291.98,430,80239.297,4278.0985
2025/1/1 22:30,292.33,380,78493.102,4348.5333
2025/1/1 22:45,285.39,333.7,76439.5,4453.049
2025/1/1 23:00,267.09,330,74693.898,4406.212
2025/1/1 23:15,263.75,335,72681.203,4479.3891
2025/1/1 23:30,261.09,332.1,69924.602,4405.9024
2025/1/1 23:45,255.08,295,68307.297,4382.8066
2025/1/2 0:00,180.08,300,66953.703,4371.9534
2025/1/2 0:15,326.32,247,66588.797,4365.1759
2025/1/2 0:30,332,373,71291.703,4511.8099
2025/1/2 0:45,303.11,382.42,70530,4588.5107
2025/1/2 1:00,300.11,330,68726,4531.0748
2025/1/2 1:15,295.94,300,66167.297,4651.4596
2025/1/2 1:30,295.15,308.1,65238.898,4729.6436
2025/1/2 1:45,290.22,318,64123.301,4707.9919
2025/1/2 2:00,290.1,309,62927.602,4639.5548
2025/1/2 2:15,276,305,62262.199,4693.3553
2025/1/2 2:30,278.83,318,61214.301,4751.4759
2025/1/2 2:45,285,305,61165.898,4713.096
2025/1/2 3:00,269,417.98,59736.5,4687.4612
2025/1/2 3:15,245.42,277.83,59109,4607.2782
2025/1/2 3:30,221,289.23,58693.602,4557.2033
2025/1/2 3:45,197,247,57819.801,4337.3468
2025/1/2 4:00,123,169,57577.102,4352.1017
2025/1/2 4:15,106.18,285,58341.102,4465.567
2025/1/2 4:30,74.99,200.4,58698.801,4517.2087
2025/1/2 4:45,54,200.4,58010.898,4586.738
2025/1/2 5:00,68,182,58097.898,4708.4903
2025/1/2 5:15,71,173,58255,4624.2917
2025/1/2 5:30,101.29,215,58885.699,4503.0532
2025/1/2 5:45,103,219,59140,4370.9471
2025/1/2 6:00,175,290,60289.898,4433.7517
2025/1/2 6:15,249.76,299.1,61582.898,4576.8841
2025/1/2 6:30,289.97,334.11,64218.699,4729.764
2025/1/2 6:45,290.19,330,66229.5,4696.3242
2025/1/2 7:00,295,340,68728.703,4588.4084
2025/1/2 7:15,300.7,370,71226.5,4494.6598
2025/1/2 7:30,309.71,370,75265,4483.0491
2025/1/2 7:45,312.98,357,78153.102,4733.2029
2025/1/2 8:00,320.99,360,80359.203,4974.8055
2025/1/2 8:15,325.16,345,85265.297,5295.8307
2025/1/2 8:30,350.83,357,89833.203,5698.5928
2025/1/2 8:45,370.56,413,91430,6118.1256
2025/1/2 9:00,399.96,370,92573.203,6668.5337
2025/1/2 9:15,388.62,369.67,94098.602,7206.1858
2025/1/2 9:30,379.37,409.93,94628.898,7805.9165
2025/1/2 9:45,367.19,454.66,95721.602,8304.3599
2025/1/2 10:00,366.32,303.71,94978.5,8752.1465
2025/1/2 10:15,358.86,360,95301,9244.0928
2025/1/2 10:30,379.08,365.87,93210.602,9610.6158
2025/1/2 10:45,377.93,331.96,93095.398,9985.6675
2025/1/2 11:00,308.46,332,91842.203,10391.7095
2025/1/2 11:15,391.95,299.05,92333.898,10892.6821
2025/1/2 11:30,388.08,345.61,91410.602,10995.1504
2025/1/2 11:45,341.5,330.92,90323.898,11016.0234
2025/1/2 12:00,327.07,304.19,87611.797,10916.6109
2025/1/2 12:15,298.1,6.57,81583.703,10945.2119
2025/1/2 12:30,285.67,302.07,81878.602,11040.6042
2025/1/2 12:45,273.15,216.03,81308.703,11102.9909
2025/1/2 13:00,196.16,62.81,80552.203,11155.2346
2025/1/2 13:15,251.3,325.58,80866.602,11223.2591
2025/1/2 13:30,196.75,458.15,82280.898,11070.5503
2025/1/2 13:45,298.37,453.15,85019.602,11191.0732
2025/1/2 14:00,320.47,758.93,88077.102,10739.313
2025/1/2 14:15,311.08,450,87594,10244.4095
2025/1/2 14:30,211.69,369.97,87091,9859.0852
2025/1/2 14:45,319.98,409.75,86985.203,9559.6692
2025/1/2 15:00,327.44,440.77,88575.398,8994.1511
2025/1/2 15:15,331.83,758.83,89747.398,8443.9604
2025/1/2 15:30,334.25,758.83,90911.898,7936.6782
2025/1/2 15:45,334.24,644,92204.203,7417.0403
2025/1/2 16:00,332,627.37,93621.297,6906.2066
2025/1/2 16:15,334.12,468.64,95321,6348.8506
2025/1/2 16:30,347.44,465.16,96724.102,5708.9184
2025/1/2 16:45,395.98,487.47,98395.5,5061.0113
2025/1/2 17:00,369.64,557.08,100403,4466.3794
2025/1/2 17:15,400,527.87,101073,3943.8542
2025/1/2 17:30,442.66,448.93,102309,3608.2069
2025/1/2 17:45,443.94,383.16,101436,3423.3857
2025/1/2 18:00,447.29,423.65,101786,3339.9944
2025/1/2 18:15,455.56,453.04,103057,3280.1668
2025/1/2 18:30,495.68,456.25,105886,3310.5824
2025/1/2 18:45,706.66,486.15,107040,3324.3422
2025/1/2 19:00,751.06,610.87,107875,3318.3335
2025/1/2 19:15,488.42,499.69,107819,3466.7286
2025/1/2 19:30,838.7,593.16,110083,3669.59
2025/1/2 19:45,661.95,578.82,109920,3736.598
2025/1/2 20:00,550.47,358.48,108742,3756.7781
2025/1/2 20:15,500.11,694.76,107994,3762.786
2025/1/2 20:30,493.35,608.88,107942,3886.777
2025/1/2 20:45,470.6,560.77,107401,3974.0783
2025/1/2 21:00,481.9,566.61,106681,3990.2601
2025/1/2 21:15,457.17,555.35,105078,4051.022
2025/1/2 21:30,454.59,498.8,104233,4191.4767
2025/1/2 21:45,435.78,497.03,103046,4328.0759
2025/1/2 22:00,428.27,486.87,100909,4453.9504
2025/1/2 22:15,424.45,447.87,99260.297,4621.0563
2025/1/2 22:30,393.15,448,97047.297,4691.5958
2025/1/2 22:45,346.45,428.28,94937.602,4674.723
2025/1/2 23:00,368.41,447.88,92021.703,4723.6254
2025/1/2 23:15,328.76,398.84,89127.602,4764.212
2025/1/2 23:30,321.47,402.62,86836.797,4852.2686
2025/1/2 23:45,314.73,377.37,84454.898,4937.6203
2025/1/3 0:00,312.24,349.8,82147.898,4988.8786
2025/1/3 0:15,364.34,359.87,82663.5,5047.4447
2025/1/3 0:30,391.28,556.93,87379.297,5078.6701
2025/1/3 0:45,365.28,545.36,85903.203,5106.7528
2025/1/3 1:00,351.67,433.86,84201.602,5176.6007
2025/1/3 1:15,332,442.78,83098.797,5416.1705
2025/1/3 1:30,331,379.23,81328.102,5600.4672
2025/1/3 1:45,331.43,362.75,79291.797,5785.9333
2025/1/3 2:00,331,343.14,78963,5911.9528
2025/1/3 2:15,333.42,348.04,77560.102,5980.5087
2025/1/3 2:30,326.34,343.14,76973.5,5994.643
2025/1/3 2:45,309,362.75,76091.797,6228.8098
2025/1/3 3:00,304.99,343.14,75166.602,6375.2598
2025/1/3 3:15,301.98,372.55,75069.5,6461.8801
2025/1/3 3:30,303.14,348.33,73998.297,6664.4538
2025/1/3 3:45,303.82,342.15,73893,6971.5557
2025/1/3 4:00,298.37,348.41,73239.203,7176.7065
2025/1/3 4:15,296.09,333.33,72982.602,7252.0072
2025/1/3 4:30,303.82,337.49,72150.898,7255.4509
2025/1/3 4:45,291,320.7,71831.5,7255.0717
2025/1/3 5:00,294.16,323,71183.102,7203.5251
2025/1/3 5:15,292.05,315,71056.297,7120.6825
2025/1/3 5:30,294.1,313,72096.703,7241.2535
2025/1/3 5:45,303.82,320,73121.703,7407.7585
2025/1/3 6:00,310.69,332,74043.203,7775.4052
2025/1/3 6:15,324.93,330,74687.102,7787.6512
2025/1/3 6:30,330.53,369.63,76851.898,7763.8096
2025/1/3 6:45,337.43,350.84,78879.797,7815.0646
2025/1/3 7:00,338.59,428.2,81051.898,7963.3754
2025/1/3 7:15,331.35,398.74,83439.898,8100.3025
2025/1/3 7:30,346.35,428.13,86297.398,8240.0404
2025/1/3 7:45,349.84,350.05,87567.398,8569.5577
2025/1/3 8:00,372.47,343.21,89209.297,8972.5768
2025/1/3 8:15,390.05,343.82,92406.398,9264.2248
2025/1/3 8:30,389.16,353.28,95645,9656.0142
2025/1/3 8:45,402.33,350.44,97409.5,10235.4849
2025/1/3 9:00,403.96,352.23,98184,10725.2823
2025/1/3 9:15,402.43,353.15,97879.602,11441.4141
2025/1/3 9:30,560.9,345.79,98288,12277.7212
2025/1/3 9:45,506.21,329.76,97711.203,12905.9165
2025/1/3 10:00,392.32,314,96736.703,13459.5518
2025/1/3 10:15,379.46,302,95801.602,13974.0659
2025/1/3 10:30,376.63,367.79,93438,14471.3447
2025/1/3 10:45,365.44,419.2,92968,14821.5659
2025/1/3 11:00,358.14,370,92560.898,14950.959
2025/1/3 11:15,356.16,352.03,91740.703,15018.4316
2025/1/3 11:30,367.49,324.63,91827.398,14952.3281
2025/1/3 11:45,361.44,316.85,89691.102,14957.0796
2025/1/3 12:00,349.68,294.67,86560.398,14819.2178
2025/1/3 12:15,217.29,18.82,80904.102,14735.8057
2025/1/3 12:30,242.39,312.7,81667.203,13827.7837
2025/1/3 12:45,154.49,295,81914.703,12933.8077
2025/1/3 13:00,140.13,300,80978.398,12662.6895
2025/1/3 13:15,228.83,325.06,80818,12331.956
2025/1/3 13:30,295.16,336.77,82317.5,12044.5344
2025/1/3 13:45,337.21,325.11,84943.898,11826.9509
2025/1/3 14:00,353.79,362.25,88550.703,11802.2349
2025/1/3 14:15,344.23,289.24,87172,12199.9253
2025/1/3 14:30,333.6,305.02,86652.398,11937.9795
2025/1/3 14:45,322.86,306.35,87400.203,11540.5933
2025/1/3 15:00,331.64,320.5,88618.797,11152.0547
2025/1/3 15:15,335.54,328.76,90059.898,10649.9589
2025/1/3 15:30,334.55,337.09,90563,10150.9102
2025/1/3 15:45,340.33,330,92228.797,9495.9239
2025/1/3 16:00,341.99,330,93814.297,8685.6509
2025/1/3 16:15,354.4,331,95640,7790.7109
2025/1/3 16:30,372.93,343.73,97510.5,7061.1198
2025/1/3 16:45,385.91,402.72,99897.602,6428.7192
2025/1/3 17:00,398.15,389.99,101588,6007.3124
2025/1/3 17:15,447.85,404.93,103084,5695.9502
2025/1/3 17:30,531.11,431.79,103856,5473.7018
2025/1/3 17:45,491.23,361,101821,5268.7683
2025/1/3 18:00,479.22,376.99,102714,5215.7009
2025/1/3 18:15,481.31,374.42,104107,5328.8786
2025/1/3 18:30,593.78,79.9,107690,5559.2526
2025/1/3 18:45,751.7,430.27,108561,5760.1633
2025/1/3 19:00,786.21,429.63,108866,5929.4112
2025/1/3 19:15,695.5,553.17,109278,6133.1599
2025/1/3 19:30,914.85,512.72,111047,6267.452
2025/1/3 19:45,787.09,448.86,111168,6374.8379
2025/1/3 20:00,764.72,436.45,110421,6553.9054
2025/1/3 20:15,635.62,397.42,109528,6760.788
2025/1/3 20:30,551.88,652.68,109071,6895.3899
2025/1/3 20:45,529.13,551.46,107883,6971.3549
2025/1/3 21:00,544.4,417.61,108083,7071.4586
2025/1/3 21:15,475.33,426.45,106095,7180.9172
2025/1/3 21:30,474.84,562.26,105380,7190.8267
2025/1/3 21:45,437.34,505.73,103937,7170.1506
2025/1/3 22:00,422.91,507.2,103196,7101.1712
2025/1/3 22:15,416.83,403.82,101427,7124.1486
2025/1/3 22:30,398.42,429.14,99498.703,7219.773
2025/1/3 22:45,390.01,405.72,97390.5,7294.4737
2025/1/3 23:00,360,389.1,95285.5,7254.9578
2025/1/3 23:15,348.69,375.58,92115.797,7164.2175
2025/1/3 23:30,326.86,350,89914.102,7123.5447
2025/1/3 23:45,323.14,330,87019.297,7050.5246
2025/1/4 0:00,307.12,302,85350.5,6943.6335
2025/1/4 0:15,354.26,369.32,84799.898,6808.6032
2025/1/4 0:30,352.37,428.27,90855.297,6749.0984
2025/1/4 0:45,344.11,436.24,88053.203,6671.7024
2025/1/4 1:00,330.09,411.66,86431.297,6750.4413
2025/1/4 1:15,327,404.08,84982.203,6798.6033
2025/1/4 1:30,312.7,398.77,83723.297,6843.9192
2025/1/4 1:45,308.7,373.24,82299.5,6873.8548
2025/1/4 2:00,308.07,369.31,81286.102,6855.5164
2025/1/4 2:15,286.95,349.67,80564.203,6874.2566
2025/1/4 2:30,279.7,384.04,79053.102,6877.7943
2025/1/4 2:45,281.29,359.49,78548.898,6946.8702
2025/1/4 3:00,270.6,398.77,77511.203,6969.0729
2025/1/4 3:15,251.36,359.49,76527.398,6963.0173
2025/1/4 3:30,256.31,369.31,76144.898,6972.2129
2025/1/4 3:45,255.99,379.28,75386.898,6983.7715
2025/1/4 4:00,254.82,380.26,75227.602,7003.402
2025/1/4 4:15,245.79,350,74326.398,6961.7629
2025/1/4 4:30,245.79,349.86,74214.5,6956.8088
2025/1/4 4:45,234.65,340,73754.5,7071.5931
2025/1/4 5:00,246.45,347.23,73341.602,7145.1027
2025/1/4 5:15,248.02,359.49,73417.297,7267.3131
2025/1/4 5:30,250,334.82,73535.5,7408.7172
2025/1/4 5:45,250.68,349.67,73447.898,7575.4646
2025/1/4 6:00,255,337.39,73902.797,7755.7126
2025/1/4 6:15,254.82,331.22,74876.797,7932.1337
2025/1/4 6:30,254.87,373.28,76183.398,8010.1299
2025/1/4 6:45,253.16,381.13,77142.5,8071.9297
2025/1/4 7:00,254.65,359.49,78384.203,8182.8784
2025/1/4 7:15,254.88,339.89,80265.203,8207.8403
2025/1/4 7:30,264.65,405.18,83044.602,8400.4721
2025/1/4 7:45,286.67,359.49,85407.102,8599.2295
2025/1/4 8:00,288.94,329.87,87102.898,8893.7573
2025/1/4 8:15,293.35,346.68,91009.703,9182.2367
2025/1/4 8:30,307,431.63,94394.398,9255.5571
2025/1/4 8:45,314.54,439.88,96146.602,9857.4853
2025/1/4 9:00,310.32,409.44,96997.5,10422.1311
2025/1/4 9:15,308.21,364.44,96530.5,10991.4805
2025/1/4 9:30,309.34,356.5,97057.602,11695.3965
2025/1/4 9:45,290.31,332,96971.703,12271.5112
2025/1/4 10:00,301.32,437.6,96403,12809.958
2025/1/4 10:15,296.09,324.99,95328.703,13404.102
2025/1/4 10:30,291.61,330,94051.602,13835.6733
2025/1/4 10:45,290.24,349.99,93152.703,14139.2925
2025/1/4 11:00,292.08,390.76,93187.102,14445.1318
2025/1/4 11:15,291.69,453.54,92337.898,14811.7285
2025/1/4 11:30,261.52,330,92058.797,15155.7456
2025/1/4 11:45,263.48,348.48,90490.5,15249.149
2025/1/4 12:00,184.58,163.86,86714.898,15343.0625
2025/1/4 12:15,124.24,68.85,80499.5,15253.7969
2025/1/4 12:30,159.3,149.68,81107.898,15321.0498
2025/1/4 12:45,118.19,119.17,80582.398,15208.1772
2025/1/4 13:00,99.18,147.57,80238.102,15158.5053
2025/1/4 13:15,123.26,229.56,80353.102,14876.5019
2025/1/4 13:30,109.46,281,82835.898,14575.2266
2025/1/4 13:45,171.32,330.95,85306.602,14369.3789
2025/1/4 14:00,293.89,359.58,89185.398,13965.6733
2025/1/4 14:15,293.93,334.41,89151.297,13582.9849
2025/1/4 14:30,269.19,371.69,87357,13091.7676
2025/1/4 14:45,243.99,359.94,87239.898,12586.3892
2025/1/4 15:00,269.46,410,88179.203,11879.2999
2025/1/4 15:15,276.03,493.22,89277.898,11378.477
2025/1/4 15:30,250.28,314.74,89637,10666.9956
2025/1/4 15:45,275.67,330,91626.297,10142.149
2025/1/4 16:00,278.93,504.97,93345.898,9412.1973
2025/1/4 16:15,305.83,366.13,95123.297,8715.4759
2025/1/4 16:30,330.57,388.22,97597.297,8072.1035
2025/1/4 16:45,337.23,449.71,98464.398,7453.302
2025/1/4 17:00,339.47,449.15,100233,6831.3701
2025/1/4 17:15,358.76,416.67,101772,6347.7378
2025/1/4 17:30,380.43,458.32,103085,5946.7345
2025/1/4 17:45,378.36,425,101620,5633.9428
2025/1/4 18:00,387.7,445.99,102984,5500.1398
2025/1/4 18:15,397.64,448.14,103558,5460.3685
2025/1/4 18:30,410.87,464.76,106520,5583.11
2025/1/4 18:45,418.74,475.14,107344,5639.6685
2025/1/4 19:00,415.78,449.27,107292,5679.1188
2025/1/4 19:15,403.33,439.07,107303,5618.3503
2025/1/4 19:30,421.87,448.28,109126,5750.0414
2025/1/4 19:45,439.58,518.32,108788,5961.1694
2025/1/4 20:00,428.81,504.82,108396,5918.7895
2025/1/4 20:15,409.26,480.14,107570,5791.7264
2025/1/4 20:30,398.41,448.49,106867,5820.0602
2025/1/4 20:45,398.54,448.53,106380,5866.1334
2025/1/4 21:00,408.67,491.6,106177,5893.013
2025/1/4 21:15,400.21,454.91,104543,5725.3985
2025/1/4 21:30,398.53,458.25,103703,5712.0834
2025/1/4 21:45,396.42,466.81,102579,5731.9708
2025/1/4 22:00,372.16,410.31,101453,5640.5924
2025/1/4 22:15,351.9,404.51,99598.297,5614.2601
2025/1/4 22:30,363.63,409.67,97579.703,5553.286
2025/1/4 22:45,355.08,410.67,95536.703,5618.1804
2025/1/4 23:00,333.42,400.46,94188.398,5610.4982
2025/1/4 23:15,326.3,392.71,91048,5624.1084
2025/1/4 23:30,307.44,379.24,88735.102,5480.3632
2025/1/4 23:45,297.27,383.13,86675.5,5308.6055
2025/1/5 0:00,281,350,84290.297,5161.8865
2025/1/5 0:15,345.51,326.01,84063.703,5173.1096
2025/1/5 0:30,340.02,392.98,89504.602,5193.4749
2025/1/5 0:45,320,426.3,87792.102,5035.3268
2025/1/5 1:00,300,403.34,86304.5,4732.5643
2025/1/5 1:15,297.1,424.52,84652.297,4497.3507
2025/1/5 1:30,287.2,418.89,82675,4500.2914
2025/1/5 1:45,281,380,82086.5,4398.0734
2025/1/5 2:00,278.29,386.96,80167.602,4426.4269
2025/1/5 2:15,272.72,348.5,79342.703,4448.2113
2025/1/5 2:30,276.66,370,78293,4465.0926
2025/1/5 2:45,276.66,384.47,77850.398,4424.1262
2025/1/5 3:00,276.58,407.4,77418.898,4386.8933
2025/1/5 3:15,269.38,382.59,76184.102,4039.9257
2025/1/5 3:30,275.05,352.56,75228.398,3929.3002
2025/1/5 3:45,272.72,347.28,74989.602,3542.881
2025/1/5 4:00,275.05,340,74229.898,3213.5381
2025/1/5 4:15,272.72,332,73574.797,2888.0391
2025/1/5 4:30,270.27,0,73352.5,3052.0586
2025/1/5 4:45,272.72,84.12,73094.102,2769.7861
2025/1/5 5:00,277.38,103.64,72752.797,2326.0577
2025/1/5 5:15,272.72,154.36,72399.297,2129.7523
2025/1/5 5:30,275.05,332,73114.5,2005.447
2025/1/5 5:45,275.05,350.02,73208.703,2134.2951
2025/1/5 6:00,275.05,350,74005.5,2079.062
2025/1/5 6:15,280,371,74473.5,1988.4211
2025/1/5 6:30,275.05,360,75672.203,1897.0536
2025/1/5 6:45,275.05,373,76403.297,1937.5738
2025/1/5 7:00,275.05,380,77685.102,1945.1601
2025/1/5 7:15,275.05,380,78688.398,1997.6197
2025/1/5 7:30,298.63,389.99,80808.102,2049.6803
2025/1/5 7:45,299.36,382.75,81834.203,2184.6524
2025/1/5 8:00,306.55,351.7,83328.602,2471.4495
2025/1/5 8:15,303.97,370.01,85701.297,2854.9789
2025/1/5 8:30,313.25,419.04,89529.203,3310.8992
2025/1/5 8:45,319.59,508,90323.703,3811.4309
2025/1/5 9:00,320.37,479,91275.898,4345.3779
2025/1/5 9:15,313.8,514.93,91863.602,5029.696
2025/1/5 9:30,310.1,471.01,91756,5675.3921
2025/1/5 9:45,308.49,451.75,92504.297,6172.908
2025/1/5 10:00,313.91,406.93,91643.5,6795.2925
2025/1/5 10:15,318.55,467.69,91559.102,7306.7086
2025/1/5 10:30,292.41,497,89198.898,7961.8845
2025/1/5 10:45,285.71,420.77,89169.398,8294.6111
2025/1/5 11:00,280.37,462.99,88365.102,8504.2704
2025/1/5 11:15,280.09,430.1,88569.797,8996.8018
2025/1/5 11:30,272.16,461.39,87728.203,9041.5602
2025/1/5 11:45,278.78,432.01,86485.297,9064.0441
2025/1/5 12:00,247.48,481.2,83524.602,9200.0301
2025/1/5 12:15,226.42,329.31,76734.5,9204.7319
2025/1/5 12:30,193.17,389.5,78983.602,9232.2166
2025/1/5 12:45,196.22,399,78594.203,9086.4218
2025/1/5 13:00,178.57,425.44,78083.297,9148.5921
2025/1/5 13:15,180.06,338.03,78380.203,9044.7329
2025/1/5 13:30,193,436.56,80554.398,8943.4053
2025/1/5 13:45,148.04,415.64,81988.5,8652.4668
2025/1/5 14:00,214.13,543.71,85606.898,8321.8243
2025/1/5 14:15,193.08,372.57,84510.203,8046.0431
2025/1/5 14:30,176.46,357.9,84122.703,7622.0259
2025/1/5 14:45,209,363.88,84513.602,7226.4647
2025/1/5 15:00,183.85,441.53,85269.797,6861.8858
2025/1/5 15:15,225.71,362.03,85740.898,6401.4424
2025/1/5 15:30,193.16,356.18,86976.203,5902.2418
2025/1/5 15:45,243.35,350.72,88112.797,5338.2235
2025/1/5 16:00,257.07,379.35,89512.797,4716.2369
2025/1/5 16:15,270.32,408.38,91634.398,3953.0342
2025/1/5 16:30,274.23,409.98,92795.398,3307.8224
2025/1/5 16:45,277.35,445.43,94347.602,2736.8009
2025/1/5 17:00,309.09,522.14,95714.297,2159.4365
2025/1/5 17:15,325.72,456.56,97622.703,1623.8458
2025/1/5 17:30,387.75,474.37,98937.203,1216.2684
2025/1/5 17:45,369.6,463.48,97516.602,945.2332
2025/1/5 18:00,373.13,384.86,97983.602,805.4731
2025/1/5 18:15,369.4,372.25,98831.297,776.4291
2025/1/5 18:30,408.73,425.38,100759,834.2266
2025/1/5 18:45,405.38,393.15,101221,879.2924
2025/1/5 19:00,414.85,407.05,101322,946.8569
2025/1/5 19:15,407.48,385.48,101277,996.9993
2025/1/5 19:30,439.4,458.86,102964,1084.5538
2025/1/5 19:45,436.21,435.14,102839,1151.7949
2025/1/5 20:00,415.15,465.82,102382,1203.0607
2025/1/5 20:15,410.2,400.44,101712,1253.4054
2025/1/5 20:30,425.1,461.34,101895,1288.2643
2025/1/5 20:45,410.18,461.42,102051,1337.0508
2025/1/5 21:00,414.67,466.91,101617,1419.0157
2025/1/5 21:15,413.13,463.64,101071,1444.7655
2025/1/5 21:30,407.96,463.64,99922.898,1438.4044
2025/1/5 21:45,399.65,460.37,98760.797,1428.7296
2025/1/5 22:00,393.8,422.76,97649.398,1468.3374
2025/1/5 22:15,370.09,465.92,95387.203,1488.4563
2025/1/5 22:30,343.15,410.16,93189.398,1451.7396
2025/1/5 22:45,339.91,409.16,91411,1474.9464
2025/1/5 23:00,330.02,392.95,89423.203,1530.5267
2025/1/5 23:15,320.01,343.57,86690.102,1525.0603
2025/1/5 23:30,300.53,340.01,84104.203,1568.129
2025/1/5 23:45,295,331,82130.5,1668.5972
2025/1/6 0:00,276.66,330,80067.297,1709.1867
2025/1/6 0:15,340.01,393,80472,1777.8413
2025/1/6 0:30,367.32,522.81,85782.797,1863.9935
2025/1/6 0:45,347.43,568,84582.102,1929.393
2025/1/6 1:00,310.7,450,83167.203,1975.3876
2025/1/6 1:15,294.21,428,81301.5,2049.9932
2025/1/6 1:30,290,393,79891.703,2158.7494
2025/1/6 1:45,290.17,380,78326,2220.2382
