target,scheme,segment,model_scope,retrain_time,event_type,feature,importance
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,dayofweek,0.008134572766721249
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,slot96,0.009591314941644669
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,sin_slot96,0.011353925801813602
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,cos_slot96,0.004733062349259853
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,is_holiday,0.0030585527420043945
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,is_workday,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,is_weekend,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,is_makeup_workday,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,before_holiday_1d,0.004716846160590649
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,after_holiday_1d,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Dragon Boat Festival,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Labour Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Mid-autumn Festival,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_National Day,0.011035594157874584
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_New Year's Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_None,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Spring Festival,0.0
