model,MAE,RMSE,MAPE_pct,sMAPE_pct,sMAPE,direction_acc
xgb_only_spread,28.221732339041544,42.800249228602425,210.63137742203796,81.07447968682439,0.4986729451231626,0.8
xgb_chronos_residual_spread,48.11573268454415,69.72037881804559,312.02594601631876,123.25552676127049,0.3273053446657246,0.6
chronos_only_spread,52.997163833618174,74.66204498974668,368.34654427387176,121.03098369300828,0.3383990110435944,0.6
chronos_xgb_residual_spread,56.4224414958954,75.0784528661909,328.8529870624385,129.4865272783315,0.20763041190404807,0.6
hybrid_spread,56.4224414958954,75.0784528661909,328.8529870624385,129.4865272783315,0.20763041190404807,0.6
