target,scheme,retrain_cutoff_time,train_rows,event_type
spread_day_ahead_price,xgb_oof_train_spread,2025-06-28,142,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-01,145,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-04,148,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-07,151,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-10,154,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-13,157,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-16,160,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-19,163,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-22,166,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-25,169,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-28,172,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-07-31,175,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-03,178,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-06,181,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-09,184,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-12,187,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-15,190,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-18,193,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-21,196,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-24,199,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-27,202,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-08-30,205,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-02,208,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-05,211,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-08,214,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-11,217,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-14,220,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-17,223,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-20,226,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-23,229,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-26,232,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-09-29,235,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-02,238,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-05,241,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-08,244,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-11,247,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-14,250,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-17,253,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-20,255,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-23,258,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-26,260,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-10-30,262,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-11-03,265,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-11-06,268,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-11-10,271,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-11-13,274,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-11-17,276,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-11-20,279,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-11-23,282,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-11-28,285,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-01,288,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-04,289,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-07,292,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-11,294,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-14,297,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-18,299,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-21,302,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-24,305,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-27,307,daily_retrain
spread_day_ahead_price,xgb_oof_train_spread,2025-12-30,310,daily_retrain
