target,scheme,segment,feature,importance_mean,importance_rank
day_ahead_price,xgb_oof_train,peak,is_makeup_workday,0.0004364574337019943,26
day_ahead_price,xgb_oof_train,peak,holiday_name_None,0.0002798892634858091,27
day_ahead_price,xgb_oof_train,peak,is_weekend,0.0002543302112966418,28
day_ahead_price,xgb_oof_train,peak,holiday_name_Tomb-sweeping Day,3.6361158820979585e-06,29
day_ahead_price,xgb_oof_train,peak,holiday_name_Dragon Boat Festival,0.0,30
day_ahead_price,xgb_oof_train,peak,holiday_name_Labour Day,0.0,31
day_ahead_price,xgb_oof_train,peak,holiday_name_Mid-autumn Festival,0.0,32
day_ahead_price,xgb_oof_train,peak,holiday_name_New Year's Day,0.0,33
day_ahead_price,xgb_oof_train,valley,lag_1,0.5088720046556913,1
day_ahead_price,xgb_oof_train,valley,roll_mean_4,0.2436859513131472,2
day_ahead_price,xgb_oof_train,valley,lag_2,0.11433642328931735,3
day_ahead_price,xgb_oof_train,valley,diff_1,0.01435608364856587,4
day_ahead_price,xgb_oof_train,valley,roll_std_96,0.010662577495587846,5
day_ahead_price,xgb_oof_train,valley,minute,0.009503905450961051,6
day_ahead_price,xgb_oof_train,valley,lag_672,0.00859730925787097,7
day_ahead_price,xgb_oof_train,valley,dayofweek,0.008536583295118852,8
day_ahead_price,xgb_oof_train,valley,lag_96,0.008528214870378949,9
day_ahead_price,xgb_oof_train,valley,slot96,0.007796971109480812,10
day_ahead_price,xgb_oof_train,valley,hour,0.007690472049244608,11
day_ahead_price,xgb_oof_train,valley,sin_slot96,0.006714464532426343,12
day_ahead_price,xgb_oof_train,valley,roll_mean_16,0.006393172075219739,13
day_ahead_price,xgb_oof_train,valley,cos_slot96,0.006269604953978649,14
day_ahead_price,xgb_oof_train,valley,roll_mean_672,0.006265218101012019,15
day_ahead_price,xgb_oof_train,valley,lag_192,0.006083166105851818,16
day_ahead_price,xgb_oof_train,valley,diff_96,0.005931543992259181,17
day_ahead_price,xgb_oof_train,valley,roll_mean_96,0.005745836824644357,18
day_ahead_price,xgb_oof_train,valley,lag_4,0.004312098196421105,19
day_ahead_price,xgb_oof_train,valley,before_holiday_1d,0.0019060814330049863,20
day_ahead_price,xgb_oof_train,valley,holiday_name_None,0.001434515439401506,21
day_ahead_price,xgb_oof_train,valley,holiday_name_New Year's Day,0.0013560620718635619,22
day_ahead_price,xgb_oof_train,valley,after_holiday_1d,0.0012834529289438461,23
day_ahead_price,xgb_oof_train,valley,is_holiday,0.0010702638179421998,24
day_ahead_price,xgb_oof_train,valley,is_makeup_workday,0.0009471583224904651,25
day_ahead_price,xgb_oof_train,valley,is_workday,0.0006860290293563873,26
day_ahead_price,xgb_oof_train,valley,holiday_name_Spring Festival,0.0005460365679867279,27
day_ahead_price,xgb_oof_train,valley,holiday_name_National Day,0.0004658756526903464,28
day_ahead_price,xgb_oof_train,valley,holiday_name_Tomb-sweeping Day,1.2604928297850374e-05,29
day_ahead_price,xgb_oof_train,valley,holiday_name_Dragon Boat Festival,1.0312406140236328e-05,30
day_ahead_price,xgb_oof_train,valley,holiday_name_Labour Day,0.0,31
day_ahead_price,xgb_oof_train,valley,holiday_name_Mid-autumn Festival,0.0,32
day_ahead_price,xgb_oof_train,valley,is_weekend,0.0,33
