segment,selected_model,selected_MAE,selected_RMSE,MAE,RMSE,MAPE_pct,sMAPE_pct
valley,xgb_chronos_residual,7.3701368610188345,11.794950913836802,7.3701368610188345,11.794950913836802,3.115335566598423,3.022076871595567
flat,chronos_xgb_residual,14.195694732666013,20.377049938279768,14.195694732666013,20.377049938279768,21.411361509595164,31.43033215197455
peak,chronos_xgb_residual,44.56594482694353,63.30922576141617,44.56594482694353,63.30922576141617,198.81498009544543,103.4225362136777
