model,MAE,RMSE,MAPE_pct,sMAPE_pct
hybrid_segment_best_mae,20.778498386281232,37.02836237249575,67.05540828280259,42.95863990984497
chronos_xgb_residual,21.17674901564916,37.0565613957576,67.22486547681923,43.11967761442671
xgb_chronos_residual,26.69970645514627,42.80651572599712,83.6083267110863,52.923909252116395
xgb_only,29.48072594563166,46.06585901686672,90.00518084383799,53.50760429764209
chronos_only,119.43380805969237,152.11630748066835,294.3594056349657,67.78386586622466
