model,MAE,RMSE,MAPE_pct,sMAPE_pct,sMAPE
xgb_chronos_residual,18.948650135993958,21.810578421409158,7.49365326471639,7.124548459477131,0.9250634673528361
hybrid_segment_best_mae,18.948650135993958,21.810578421409158,7.49365326471639,7.124548459477131,0.9250634673528361
xgb_only,19.770143585205076,23.730452126253763,7.854010441208007,7.429280936175407,0.92145989558792
chronos_xgb_residual,27.282942070961,28.344834613529418,10.60111926798317,10.019038702433576,0.8939888073201683
chronos_only,47.562664642333985,47.739388346938746,18.342330593631146,16.791366389168484,0.8165766940636885
