segment,selected_model,selected_MAE,selected_RMSE,MAE,RMSE,MAPE_pct,sMAPE_pct
valley,xgb_chronos_residual,84.83324686358051,123.10457158949576,84.83324686358051,123.10457158949576,1.3796886210346586e+19,59.29824268832795
flat,xgb_chronos_residual,302.4165802001953,302.4165802001953,302.4165802001953,302.4165802001953,672.0368448893229,200.0
peak,,,,,,,
