日期,时间,负荷预测D-1,负荷实际值,外送预测D-1,外送实际值,风电预测D-1,风电实际值,光伏预测D-1,光伏实际值,开机容量,负荷率D-1,负荷率D,实时电价,日前电价
2025/6/1,00:15,27267.1,26951.57,4623,4714.112,5259.15,4022.008,0.05,4.028,38315,69.51%,72.14%,351,340
2025/6/1,00:30,27105.7,26762.04,4617,4878.497,5155.84,4129.472,0.1,4.013,38315,69.34%,71.79%,351,330
2025/6/1,00:45,26803.2,26942.09,4613,4406.741,5072.85,4175.291,0.15,4.011,38315,68.75%,70.91%,351,318
2025/6/1,01:00,26541.1,26624.38,4609,4579.633,4967.81,4034.872,0.2,4.012,38315,68.33%,70.90%,350,310
2025/6/1,01:15,26339.4,26435.13,4605,5165.295,4858.31,3930.497,0.25,4.016,38315,68.08%,72.21%,351,323
2025/6/1,01:30,26178.1,26117.63,4603,5120.233,4745.3,3760.588,0.29,3.786,38315,67.95%,71.70%,351,310
2025/6/1,01:45,26036.9,25919.73,4605,5034.212,4629.12,3621.485,0.34,3.741,38315,67.89%,71.33%,350,310
2025/6/1,02:00,25895.8,25555.08,4603,5179.49,4508.67,3382.592,0.39,3.744,38315,67.83%,71.38%,350,313
2025/6/1,02:15,25714.3,25500.4,4605,4864.34,4392.49,3407.04,0.44,3.761,38315,67.67%,70.35%,351,310
2025/6/1,02:30,25673.9,25357.06,4605,4972.434,4280.95,3445.657,0.48,3.763,38315,67.85%,70.16%,351,300
2025/6/1,02:45,25573.1,25228.64,4605,4845.639,4166.08,3465.194,0.53,3.751,38315,67.89%,69.44%,348,310
2025/6/1,03:00,25512.6,25234.7,4605,4752.61,4051.66,3478.711,0.58,3.764,38315,68.03%,69.18%,350,310
2025/6/1,03:15,25331.1,25197.6,4605,4758.694,3943.45,3400.889,0.62,3.772,38315,67.84%,69.30%,339.4,319
2025/6/1,03:30,25230.3,25060.49,4604,4897.982,3844.49,3277.698,0.67,3.77,38315,67.83%,69.63%,335,306
2025/6/1,03:45,25169.8,25063.46,4604,4889.021,3744.39,3118.818,0.71,3.769,38315,67.93%,70.02%,334,330
2025/6/1,04:00,25129.5,24813.07,4604,4992.807,3651.73,3095.705,0.76,3.778,38315,68.07%,69.70%,330,310
2025/6/1,04:15,25109.3,24761.87,4604,4696.66,3576.88,3093.088,0.79,3.811,38315,68.21%,68.80%,350,350
2025/6/1,04:30,25089.1,24716.52,4602,4691.506,3504.09,2982.363,0.84,3.825,38315,68.34%,68.96%,336,323
2025/6/1,04:45,25089.1,24743.9,4604,4716.074,3437.12,2871.534,0.93,3.842,38315,68.52%,69.38%,335,330
2025/6/1,05:00,25089.1,24668.36,4603,4727.891,3358.35,2644.052,2.61,3.776,38315,68.72%,69.81%,351,330
2025/6/1,05:15,25129.5,25037.37,4618,4793.765,3292.19,2549.697,23.4,6.175,38315,68.99%,71.19%,351,348
2025/6/1,05:30,25290.8,25098.94,4618,4656.465,3226.78,2567.632,72.73,82.421,38315,69.45%,70.74%,350,351
2025/6/1,05:45,25593.3,25440.66,4618,4775.257,3171.76,2546.589,176.55,308.631,38315,70.11%,71.41%,351,351
2025/6/1,06:00,25815.1,25683.27,4618,4536.063,3120.67,2435.261,356.94,525.987,38315,70.35%,71.14%,351,351
2025/6/1,06:15,25996.6,25750.82,4622,4642.894,3067.81,2293.792,609.19,805.84,38315,70.32%,71.24%,351,351
2025/6/1,06:30,25996.6,25781.54,4761,4802.84,3019.7,2248.621,916.1,1113.469,38315,70.00%,71.05%,351,351
2025/6/1,06:45,25956.3,25771.07,4904,4853.265,2972.08,2218.281,1254.13,1439.697,38315,69.51%,70.38%,340,351
2025/6/1,07:00,25936.1,25701.67,5044,4993.625,2960.7,2345.161,1635.34,1827.346,38315,68.86%,69.22%,330,350
2025/6/1,07:15,25950.6,25501.38,5258,5147.139,3086.64,2469.132,2042.02,2164.744,38315,68.07%,67.90%,330,330
2025/6/1,07:30,25950.6,25731.22,5737,5592.968,3068.99,2512.558,2511.53,2568.082,38315,68.14%,68.49%,326,350
2025/6/1,07:45,25587.9,25188.47,6266,6548.956,3069.42,2532.583,3011.93,2878.8,38315,67.26%,68.71%,313,326
2025/6/1,08:00,25395.9,25434.21,6778,6793.213,3022.61,2502.823,3491.3,3150.159,38315,66.97%,69.36%,350,345
2025/6/1,08:15,25054.5,25618.25,7341,7481.503,2989.29,2385.01,3979.86,3584.332,38315,66.36%,70.81%,350,330
2025/6/1,08:30,24755.8,26112.62,7583,7722.564,2961.97,2297.456,4488.58,4055.017,38315,64.96%,71.73%,351,320
2025/6/1,08:45,24649.2,26253.03,7828,8019.813,2940.21,2355.082,4973.43,4144.486,38315,64.11%,72.49%,351,310
2025/6/1,09:00,24563.8,26164.2,8071,8441.69,2893.5,2158.566,5454.19,4271.356,38315,63.39%,73.54%,351,300
2025/6/1,09:15,24521.2,26366.96,8284,8427.279,2829.17,2191.048,5909.65,4579.125,38315,62.81%,73.14%,351,295
2025/6/1,09:30,24393.2,26433.7,8284,8531.584,2806.11,2127.242,6325.97,4697.616,38315,61.45%,73.44%,351,295
2025/6/1,09:45,24265.2,26746.48,8284,8277.253,2785.74,2011.024,6642.85,4688.598,38315,60.34%,73.92%,351,290
2025/6/1,10:00,24265.2,26658.71,8284,8473.754,2753.35,1975.936,6936.53,4950.287,38315,59.66%,73.62%,351,293
2025/6/1,10:15,24371.8,26929.7,8287,8390.643,2737.95,1868.828,7152.6,5176.715,38315,59.42%,73.80%,381,290
2025/6/1,10:30,24542.5,26591.83,8094,8271.044,2730.67,1850.962,7329.45,5467.524,38315,58.92%,71.89%,351,286
2025/6/1,10:45,24755.8,26481.25,7908,8141.812,2722.2,1798.65,7432.81,6095.461,38315,58.75%,69.76%,351,276
2025/6/1,11:00,25097.2,26525.96,7721,7461.474,2694.83,1801.77,7537.99,6640.199,38315,58.95%,66.67%,351,278
2025/6/1,11:15,25438.5,27633.75,7479,7576.451,2678,1855.709,7633.66,7021.767,38315,59.00%,68.73%,351,285
2025/6/1,11:30,25566.5,27502.85,7328,7416.347,2657.18,1889.944,7718.16,7487.605,38315,58.77%,66.66%,350,280
2025/6/1,11:45,25609.2,27161.95,7177,7218.825,2645.77,1932.774,7708.34,7594.195,38315,58.55%,64.87%,310,278
2025/6/1,12:00,25545.2,26954.67,7025,6868.451,2630.52,1955.284,7717.52,7518.333,38315,58.00%,63.55%,295,278
2025/6/1,12:15,25353.2,26432.07,6912,7139.449,2614.45,1976.717,7709.54,7443.825,38315,57.27%,63.03%,300,281
2025/6/1,12:30,25118.5,26288.11,7098,6981.828,2608.12,1860.684,7670.97,7429.202,38315,57.26%,62.59%,310,270
2025/6/1,12:45,24819.8,25541.42,7285,7338.817,2603.71,1782.575,7578.52,7248.502,38315,57.22%,62.24%,291,280
2025/6/1,13:00,24734.5,25723.88,7471,7211.573,2596.45,1633.671,7499.36,7110.579,38315,57.71%,63.14%,293,276.85
2025/6/1,13:15,24734.5,25333.57,7662,7842.999,2596.48,1513.539,7354.17,7232.842,38315,58.58%,63.76%,330,276.85
2025/6/1,13:30,24841.2,24939.13,7660,7547.757,2603.4,1551.33,7196.75,7485.468,38315,59.25%,61.20%,334,282
2025/6/1,13:45,25118.5,24582.3,7660,7687.945,2608.28,1667.633,7050.76,7558.875,38315,60.34%,60.14%,310,293
2025/6/1,14:00,25331.9,24739.37,7660,7638.828,2617.35,1948.757,6873.57,7845.804,38315,61.34%,58.94%,300,295
2025/6/1,14:15,25609.2,24800.76,7668,7712.763,2642.13,2106.524,6608.74,7966.013,38315,62.71%,58.57%,295,305
2025/6/1,14:30,25886.5,24908.43,7664,7834.117,2675.78,2306.284,6329.25,7624.187,38315,64.06%,59.54%,290,295
2025/6/1,14:45,26142.6,24907.24,7664,7801.59,2707.9,2295.779,6014.77,7146.741,38315,65.47%,60.72%,290,313
2025/6/1,15:00,26398.6,25080.52,7664,7807.888,2758.79,2155.784,5744.86,6949.387,38315,66.71%,62.07%,290,312
2025/6/1,15:15,26718.6,25260.59,7674,7844.238,2799.6,2369.946,5472.59,6853.551,38315,68.17%,62.33%,310,350
2025/6/1,15:30,26974.6,25334.88,7594,7605.791,2837.79,2653.214,5173.76,6526.987,38315,69.31%,62.01%,310,350
2025/6/1,15:45,27251.9,25544.95,7516,7457.379,2892.69,3012.885,4865.72,6138.64,38315,70.49%,62.25%,310,351
2025/6/1,16:00,27507.9,25494.33,7437,7481.653,2955.27,3342.524,4525.74,5753.219,38315,71.68%,62.33%,323,351
2025/6/1,16:15,27763.9,25950.33,7342,7397.16,2997.33,3627.687,4215.99,5302.69,38315,72.80%,63.73%,310,370
2025/6/1,16:30,28083.9,26121.51,6926,7053.072,3028.77,3723.041,3902.84,4835.19,38315,73.28%,64.25%,309,635
2025/6/1,16:45,28318.6,26383.18,6540,6835.336,3051.15,3664.521,3567.35,4369.217,38315,73.71%,65.73%,310,398.9
2025/6/1,17:00,28574.6,26613.93,6139,6378.953,3071.63,3721.166,3199.26,4196.994,38315,74.23%,65.44%,293,398.4
2025/6/1,17:15,28766.6,26859.99,5823,6126.044,3009.28,3680.507,2838,3954.554,38315,75.02%,66.16%,295,400
2025/6/1,17:30,29022.6,27482.75,5920,6192.985,2787.6,3679.2,2441.05,3289.754,38315,77.55%,69.70%,351,635
2025/6/1,17:45,29150.7,27844.01,6025,6031.615,2763.27,3623.971,2060.52,2774.921,38315,79.22%,71.71%,351,1025
2025/6/1,18:00,29278.7,28032.49,6128,6309.662,2747.79,3766.599,1704.74,2185.231,38315,80.79%,74.10%,351,727
2025/6/1,18:15,29492,28367.35,6186,6159.607,2736.71,4242.8,1336.23,1744.478,38315,82.49%,74.49%,500,1026
2025/6/1,18:30,29598.7,28580.3,6184,6320.586,2724.61,4650.411,1016.74,1311.391,38315,83.63%,75.53%,635,1025
2025/6/1,18:45,29726.7,28767.43,6185,6186.388,2716.77,5331.714,719.29,880.853,38315,84.76%,75.01%,635,1081
2025/6/1,19:00,29918.7,28876.57,6185,6214.104,2707.1,6192.535,442.69,533.284,38315,86.01%,74.03%,396,1026
2025/6/1,19:15,29961.3,29167.06,6187,6223.716,2660.35,6660.124,239.48,241.755,38315,86.78%,74.35%,351,1081
2025/6/1,19:30,30068,29275.71,6174,6213.919,2688.71,6919.272,101.12,69.212,38315,87.31%,74.39%,351,1082
2025/6/1,19:45,30132,29417.39,6162,6149.987,2721.04,7281.697,20.65,12.969,38315,87.57%,73.79%,351,1083
2025/6/1,20:00,30153.3,29361.4,6150,6004.346,2783,7518.335,2.81,13.195,38315,87.48%,72.65%,348,1081
2025/6/1,20:15,30089.3,29677.33,6139,6118.333,2797.05,7339.085,1.04,9.354,38315,87.25%,74.25%,323,1081
2025/6/1,20:30,30025.3,29636.17,6115,6112.264,2788.63,7513.458,0.84,9.661,38315,87.04%,73.67%,350,1080
2025/6/1,20:45,29940,29501.85,6093,6061.702,2813.82,7636.216,0.79,10.384,38315,86.70%,72.86%,351,1048
2025/6/1,21:00,29854.7,29194.49,6071,6150.188,2846.7,7510.166,0.76,10.386,38315,86.33%,72.62%,351,1082
2025/6/1,21:15,29684,28992.93,5991,5867.695,2938.04,6833.104,0.71,10.394,38315,85.44%,73.12%,300,1028
2025/6/1,21:30,29470.7,28751.2,5902,6849.273,2971.2,6717.971,0.67,10.385,38315,84.56%,75.35%,326,1026
2025/6/1,21:45,29214.7,28535.72,5820,5861.893,3013.65,6767.2,0.62,10.421,38315,83.57%,72.09%,351,1009
2025/6/1,22:00,28958.6,28359.96,5733,5733.407,3065.26,6365.503,0.58,10.344,38315,82.54%,72.34%,350,900
2025/6/1,22:15,28702.6,28097.28,5650,5798.241,3133.72,6238.677,0.53,10.424,38315,81.48%,72.16%,351,635
2025/6/1,22:30,28297.3,28047.12,5328,5295.919,3229.99,5919.768,0.48,10.415,38315,79.33%,71.55%,330,398.4
2025/6/1,22:45,27849.3,27655.5,5017,5030.481,3320.01,5822.089,0.44,10.41,38315,77.11%,70.09%,300,351
2025/6/1,23:00,27635.9,27321.39,4700,4620.085,3426.96,5759.082,0.39,10.383,38315,75.45%,68.31%,310,351
2025/6/1,23:15,27401.3,27250.32,4444,4471.806,3522.2,5815.913,0.34,9.642,38315,73.92%,67.59%,310,351
2025/6/1,23:30,26995.9,26992.05,4444,4321.679,3614.19,5462.015,0.29,9.64,38315,72.62%,67.45%,285,350
2025/6/1,23:45,26718.6,26652.91,4444,4468.203,3712.73,5425.563,0.25,9.608,38315,71.64%,67.04%,290,350
2025/6/1,24:00,26526.6,26530,4444,4394.74,3908.43,5309.242,0,4.361,38315,70.63%,66.84%,301.17,348
2025/6/2,00:15,26769.2,27541.21,5060,5240.047,5561.65,5407.483,0,4.353,36425,72.11%,75.14%,310,307
2025/6/2,00:30,26579.6,27614.18,5055,5042.856,5717.19,5238.742,0,4.305,36425,71.15%,75.26%,297,297.8
2025/6/2,00:45,26390.1,27429.47,5052,4603.591,6267.02,5155.867,0,4.31,36425,69.11%,73.78%,290,282.2
2025/6/2,01:00,26390.1,27132.7,5048,5467.408,6454.53,5394.039,0,4.281,36425,68.59%,74.68%,296,282
2025/6/2,01:15,25947.8,26541.9,5045,5616.119,6843.12,5739.738,0,4.282,36425,66.30%,72.52%,291,282
2025/6/2,01:30,25631.8,26432.53,5044,5439.129,7015.44,6021.858,0,4.319,36425,64.96%,70.96%,282,280
2025/6/2,01:45,25473.9,26189.11,5043,5340.408,7188.61,6116.367,0,4.334,36425,64.04%,69.76%,270,280
2025/6/2,02:00,25379.1,26178.2,5042,5478.044,7367.73,6337.561,0,4.456,36425,63.29%,69.50%,272,277
2025/6/2,02:15,25379.1,25879.32,5042,5060.284,7783.16,6613.387,0,4.472,36425,62.15%,66.77%,275,277
2025/6/2,02:30,25252.7,25502.24,5042,5228.148,7963.74,6864.724,0,4.482,36425,61.31%,65.51%,272,270
2025/6/2,02:45,25094.8,25312.85,5042,5058.436,8151.86,7052.497,0,4.486,36425,60.36%,64.01%,269,270
2025/6/2,03:00,25000,25209.66,5042,4945.008,8370.97,7061.058,75,4.449,36425,59.29%,63.39%,260,270
2025/6/2,03:15,25000,25092.87,5042,4777.61,8539.66,7104.681,105,4.482,36425,58.74%,62.49%,260,265
2025/6/2,03:30,24778.8,24805.05,5042,5112.809,8646.57,7302.565,105,4.482,36425,57.84%,62.07%,260,265
2025/6/2,03:45,24778.8,24865.92,5042,5025.468,8770.25,7602.023,105,4.452,36425,57.50%,61.18%,260,260
2025/6/2,04:00,24652.5,24686.57,5042,5216.856,8889.62,7971.994,105,4.489,36425,56.83%,60.20%,260,259
2025/6/2,04:15,24557.7,24626.62,5042,5125.944,9049.53,8184.904,105,4.432,36425,56.13%,59.20%,260,260
2025/6/2,04:30,24494.5,24586.89,5042,5110.75,9133.71,8261.307,105,4.465,36425,55.72%,58.84%,251,260
2025/6/2,04:45,24462.9,24493.52,5042,5198.801,9205.69,8402.341,105.08,4.427,36425,55.44%,58.44%,250,260
2025/6/2,05:00,24526.1,24641.76,5042,5127.063,9263.8,8315.935,106.38,4.586,36425,55.45%,58.88%,250,258.92
2025/6/2,05:15,24747.2,24883.62,5055,5172.753,9183.43,8187.831,153.6,41.553,36425,56.18%,59.92%,250,260
2025/6/2,05:30,25031.6,24934.61,5055,5255.756,9169.79,7929.599,270.52,254.077,36425,56.68%,60.42%,253,260
2025/6/2,05:45,25284.3,25261.76,5055,5151.001,9145.35,7591.981,488.41,625.341,36425,56.84%,60.93%,259.64,260
2025/6/2,06:00,25473.9,25299.96,5055,5211.408,9092.22,7565.714,852.78,1066.722,36425,56.51%,60.07%,256,260
2025/6/2,06:15,25600.2,25064.13,5059,5248.575,9112.26,7414.033,1348.63,1558.781,36425,55.45%,58.59%,254,259.28
2025/6/2,06:30,25729.6,25058.71,5240,5160.844,9022.9,7144.52,1984.2,2134.137,36425,54.80%,57.49%,236,259
2025/6/2,06:45,25449.6,24898.87,5423,5239.604,8945.6,6750.009,2686.25,2912.993,36425,52.82%,56.21%,235,249
2025/6/2,07:00,25117.6,24159.37,5605,5705.697,8865.91,6295.845,3580.47,3906.707,36425,50.17%,53.98%,224,247
2025/6/2,07:15,24593.6,23648.74,5859,5443.792,8412.7,6236.11,4548.55,4983.146,36425,48.02%,49.07%,202.59,235
2025/6/2,07:30,24208.6,23138.26,6343,5909.094,8355.88,6202.889,5701.13,6120.683,36425,45.28%,45.91%,29.74,215
2025/6/2,07:45,23542.6,22878.53,6875,6797.318,8106.05,6274.28,6750.66,7395.466,36425,42.72%,43.94%,30.02,55.65
2025/6/2,08:00,23111.6,22293.12,7391,7467.7,8051.59,6528.714,8002.91,8191.56,36425,39.67%,41.29%,30.66,27.51
2025/6/2,08:15,22756.9,21949.7,7957,7966.287,7989.29,6855.208,9265.41,8600.066,36425,36.95%,39.70%,30.98,27.61
2025/6/2,08:30,22441,22028.47,8199,8360.407,8162.59,6301.822,10497.61,9298.889,36425,32.89%,40.60%,30.82,27.97
2025/6/2,08:45,22188.2,21633.14,8445,8833.056,8373.43,6232.35,11715.26,10221.549,36425,28.95%,38.47%,30.02,27.86
2025/6/2,09:00,21967.1,21606.86,8688,8747.334,8471.75,5454.074,12866.51,10995.423,36425,25.58%,38.17%,29.24,27.53
2025/6/2,09:15,21651.2,21267.37,8901,9199.376,8599.18,5361.789,13935.02,10557.366,36425,22.01%,39.94%,28.55,27.24
2025/6/2,09:30,21303.6,20576.25,8900,9018.818,8762.21,4804.439,14920.39,10501.904,36425,17.90%,39.23%,28.3,26.86
2025/6/2,09:45,21114.1,20447.7,8900,9309.315,9057.3,4807.872,15813.05,10431.607,36425,14.12%,39.86%,29.73,27.78
2025/6/2,10:00,21019.3,20303.82,8900,9256.363,9339.47,4648.895,16579.55,10825.283,36425,10.98%,38.67%,21.95,20.98
2025/6/2,10:15,20987.7,20600.29,8902,9004.117,9607.26,4233.994,17273.06,10855.43,36425,8.26%,39.85%,23.51,21.81
2025/6/2,10:30,20924.5,20699.4,8663,8383.916,9889.7,3675.832,17843.78,11274.196,36425,5.09%,38.80%,19.79,0
2025/6/2,10:45,21082.5,20528.4,8431,8691.57,10181.14,3475.133,18314.07,11615.468,36425,2.80%,38.79%,19.66,0
2025/6/2,11:00,21588,20800.53,8199,8410.086,10432.09,3403.392,18732.74,11520.968,36425,1.71%,39.22%,0,0
2025/6/2,11:15,22393,21906.88,7911,8130.043,10676.04,3745.109,19043.78,11682.054,36425,1.60%,40.11%,0,0
2025/6/2,11:30,22393,21751.09,7760,8053.625,10908.2,3784.675,19293.9,11738.33,36425,-0.13%,39.21%,0,0
2025/6/2,11:45,22301.3,21840.88,7609,7999.417,11149.1,3716.937,19458.22,11381.62,36425,-1.91%,40.47%,0,0
2025/6/2,12:00,21322.9,21266.83,7457,7523.237,11370.06,3282.968,19497.39,11522.932,36425,-5.73%,38.39%,0,0
2025/6/2,12:15,21047.7,21027.02,7344,7850.064,11575.05,3180.682,19504.15,11591.2,36425,-7.38%,38.72%,0,0
2025/6/2,12:30,20650.2,20886.98,7576,7941.235,11761.02,3188.627,19454.41,11753.58,36425,-8.21%,38.12%,21.64,0
2025/6/2,12:45,20436.2,20599.51,7808,8231.041,11951.79,3174.001,19389.09,11337.029,36425,-8.50%,39.31%,26.3,0
2025/6/2,13:00,20405.6,20360.14,8040,8566.635,12126.11,4040.855,19178.84,10176.239,36425,-7.85%,40.38%,32.27,0
2025/6/2,13:15,19976.7,20085.6,8277,8380.362,12293.88,4295.537,18952.13,9994.777,36425,-8.21%,38.92%,27.29,23.03
2025/6/2,13:30,19913.6,20026.33,8275,8414.654,12458.21,4988.655,18652.85,9446.485,36425,-8.02%,38.45%,29.55,22.67
2025/6/2,13:45,19850.4,20329.33,8275,8284.521,12613.4,7203.5,18224.04,7787.838,36425,-7.45%,37.40%,28.9,22.28
2025/6/2,14:00,20545.4,20446.44,8275,8370.268,12753.46,8009.137,17780.56,7013.053,36425,-4.70%,37.87%,26.71,18.58
2025/6/2,14:15,20387.4,20697.38,8283,8245.825,12892.69,8451.527,17271.42,6666.133,36425,-4.10%,37.96%,34.28,28.23
2025/6/2,14:30,20419,20736.41,8279,8044.664,12995.22,7548.588,16639.88,6223.181,36425,-2.57%,41.21%,33.62,25.82
2025/6/2,14:45,21240.4,21255.9,8279,8385.607,13085.95,8058.606,15961.25,6186.589,36425,1.30%,42.27%,32.64,25.73
2025/6/2,15:00,21556.4,21540.54,8279,8197.946,13191.82,8818.913,15229.97,6451.034,36425,3.88%,39.72%,32.08,25.57
2025/6/2,15:15,21809.1,22097.54,8290,8711.772,13283.55,8995.987,14461.18,7320.611,36425,6.46%,39.79%,31.85,25.74
2025/6/2,15:30,22409.4,22552.3,8210,8357.85,13372.66,8977.624,13644.32,7399.931,36425,9.89%,39.90%,32.06,25.45
2025/6/2,15:45,23009.6,23000.86,8131,8582.908,13468.45,8869.68,12766.21,7393.079,36425,13.47%,42.06%,31.38,24.31
2025/6/2,16:00,23420.3,23013.88,8052,8664.636,13586.75,10007.689,11858.68,7206.434,36425,16.55%,39.71%,30.74,24.38
2025/6/2,16:15,23925.8,23738.74,7956,8895.898,13675.98,10419.358,10890.25,6994.084,36425,20.08%,41.79%,27.1,24.51
2025/6/2,16:30,24494.5,24219.54,7534,8044.45,13750.75,11002.556,9876.14,6203.889,36425,23.07%,41.34%,27.45,23.4
2025/6/2,16:45,25126.4,24812.68,7142,7683.733,13810.46,11035.787,8855.91,5733.274,36425,26.36%,43.18%,26.97,23.2
2025/6/2,17:00,25884.6,25228.54,6736,7464.582,13922.17,12031.341,7816.48,5028.791,36425,29.87%,42.92%,22.56,21.7
2025/6/2,17:15,26200.5,25845.55,6412,7562.451,14096.16,12766.839,6722.38,4591.079,36425,32.38%,44.06%,24.09,0
2025/6/2,17:30,26579.6,26435.39,6510,7715.983,14080.31,13317.383,5658.56,4315.403,36425,36.65%,45.35%,22.1,0
2025/6/2,17:45,27306.2,27108.33,6615,6941.705,14266.51,13316.312,4687.36,3573.007,36425,41.09%,47.11%,196.16,218.35
2025/6/2,18:00,27500.6,27467.15,6718,7147.917,14276.84,13778.809,3790.48,3144.703,36425,44.34%,48.57%,190.21,200
2025/6/2,18:15,27997.6,27864.97,6776,6903.907,14673.56,13853.596,2896.97,2462.185,36425,47.23%,50.66%,237.96,200.44
2025/6/2,18:30,28550.6,28215.86,6776,7042.472,14910.44,13620.742,2166.5,1828.419,36425,50.10%,54.38%,229.49,244.54
2025/6/2,18:45,29066.6,28302.89,6776,7332.591,14773.02,13403.894,1501.49,1283.511,36425,53.72%,57.51%,230.87,249
2025/6/2,19:00,29367.6,28651.52,6776,6982.874,14570.37,12969.569,942.43,861.669,36425,56.64%,59.86%,252.3,250.32
2025/6/2,19:15,29634.6,28982.22,6776,7091.39,14416.35,12455.95,560.48,496.928,36425,58.84%,63.47%,251.35,257.75
2025/6/2,19:30,29776.6,28965.69,6763,7044.791,14268.25,12186.542,295.12,201.338,36425,60.33%,64.85%,257.36,258.15
2025/6/2,19:45,29942.6,29452.59,6751,7145.343,14124.97,11797.741,117.98,27.666,36425,61.64%,68.01%,267.69,272.53
2025/6/2,20:00,30299.6,29725.86,6739,7088.308,14075.59,11408.02,83.74,4.677,36425,62.81%,69.74%,268.1,263.2
2025/6/2,20:15,30173.6,30342.54,6728,6554.989,13905.24,11155.673,80.3,3.422,36425,62.91%,70.66%,282,270
2025/6/2,20:30,30215.6,30132.37,6704,6825.648,13723.43,11040.325,80,3.102,36425,63.46%,71.15%,281.62,270
2025/6/2,20:45,30141.6,30084.46,6682,6720.091,13538.02,10908.385,80,3.304,36425,63.71%,71.09%,282.2,260
2025/6/2,21:00,30092.6,30102.71,6660,6882.428,13364.52,10885.599,80,3.304,36425,63.99%,71.64%,290,270
2025/6/2,21:15,29813.6,29919.78,6579,6799.877,13193.46,10662.531,80,3.351,36425,63.47%,71.53%,282,270
2025/6/2,21:30,29704.6,29715.3,6493,6284.625,13001.48,10345.305,80,4.231,36425,63.46%,70.42%,280,270
2025/6/2,21:45,29574.6,29452.68,6410,6619.353,12813.48,9962.773,80,4.259,36425,63.39%,71.67%,280,270
2025/6/2,22:00,29282.6,28943.18,6325,6547.025,12629.91,9509.067,105,4.283,36425,62.79%,71.32%,276.85,270
2025/6/2,22:15,28996.6,29029.62,6240,6166.874,12404.73,9026.745,105,4.303,36425,62.39%,71.83%,280,276.85
2025/6/2,22:30,28541.6,28615.29,5872,5751.866,12149.32,8602.765,105,4.225,36425,60.84%,70.72%,280,261.15
2025/6/2,22:45,28149.6,28090.97,5515,5542.581,11906.56,8282.35,105,4.308,36425,59.45%,69.59%,280,260
2025/6/2,23:00,27841.6,27622.89,5153,5222.266,11646.29,7981.411,105,4.228,36425,58.32%,68.25%,278.7,260
2025/6/2,23:15,27462.6,27519.83,4850,4961.769,11385.13,7625.823,105,3.52,36425,57.17%,68.23%,275,258.85
2025/6/2,23:30,27324.6,27180.75,4850,4895.522,11104.2,7452.15,105,3.464,36425,57.56%,67.59%,275,258
2025/6/2,23:45,26926.6,26837.91,4850,4971.716,10806.82,7229.489,105,3.476,36425,57.28%,67.47%,275,253
2025/6/2,24:00,26684.6,26528.11,4850,4906.647,10420,7257.122,10,3.424,36425,57.94%,66.37%,270,255
2025/6/3,00:15,26673.9,27886.98,5260,5218.992,10627,7486.347,80.05,3.452,36425,58.28%,70.33%,290,260
2025/6/3,00:30,27491.3,27542.16,5255,5311.225,10472.17,7745.244,80.1,3.423,36425,60.93%,68.92%,282,282
2025/6/3,00:45,27244.8,27045.18,5252,5428.238,10342.51,8082.875,80.15,3.424,36425,60.60%,66.95%,282,271.09
2025/6/3,01:00,26973.5,26984.61,5248,5209.885,10210.2,8334.134,80.21,3.476,36425,60.21%,65.50%,274,271.09
2025/6/3,01:15,26776.3,26690.26,5245,5215.804,10258.19,8669.656,80.26,3.474,36425,59.53%,63.78%,260,272.51
2025/6/3,01:30,26579,26090.72,5244,5306.058,10293.67,9025.668,80.3,3.468,36425,58.89%,61.41%,260,270
2025/6/3,01:45,26307.8,25932.75,5243,5299.686,10315.43,9339.291,80.35,3.469,36425,58.08%,60.10%,260,270
2025/6/3,02:00,26110.5,26063.45,5242,5088.338,10330.27,9640.18,110.4,3.496,36425,57.41%,59.05%,245,268
2025/6/3,02:15,25937.9,25892.06,5242,5232.817,10425.84,10048.212,110.45,3.512,36425,56.67%,57.85%,250,259
2025/6/3,02:30,25839.3,25634.53,5242,5300.848,10574.33,10576.272,110.5,3.467,36425,56.00%,55.88%,227.41,260
2025/6/3,02:45,25814.6,25117.15,5242,5362.758,10734.25,10856.867,110.55,3.472,36425,55.49%,53.86%,238.86,259
2025/6/3,03:00,25765.3,24990.32,5242,5243.984,10899.31,11061.348,135.6,3.48,36425,54.83%,52.63%,205,250
2025/6/3,03:15,25642,24775.17,5242,5401.016,11080.15,11307.002,135.64,3.509,36425,54.00%,51.79%,214.86,250
2025/6/3,03:30,25494.1,24840.64,5242,5338.352,11259.09,11612.144,135.69,3.475,36425,53.10%,50.96%,189.83,249
2025/6/3,03:45,25395.4,24789.3,5242,5225.974,11444.59,11768.908,135.73,3.426,36425,52.32%,50.08%,189.36,247
2025/6/3,04:00,25296.8,24592.68,5242,5275.109,11606.57,11915.824,135.78,3.428,36425,51.60%,49.28%,189.59,239
2025/6/3,04:15,25222.8,24556.15,5242,5141.935,11752.63,11897.294,135.82,3.455,36425,51.00%,48.86%,190.44,249.53
2025/6/3,04:30,25198.2,24695.88,5242,5299.173,11887.52,11941.385,135.87,3.474,36425,50.56%,49.55%,190.86,230
2025/6/3,04:45,25296.8,24359.22,5242,5304.206,12013.96,12057.948,136.04,3.476,36425,50.48%,48.32%,190.51,239.85
