model,MAE,RMSE,MAPE_pct,sMAPE_pct,sMAPE
chronos_xgb_residual,61.162456522782655,97.99170590776004,8.491784299260589e+17,54.61196639661126,0.588061343216582
hybrid_segment_best_smape,61.162456522782655,97.99170590776004,8.491784299260589e+17,54.61196639661126,0.588061343216582
xgb_chronos_residual,70.90065489889433,104.39621781455673,9.294591801600692e+17,76.55744555053823,0.49875021308780665
xgb_only,74.07169934288909,105.70439788684467,8.9960628519349e+17,80.00643955445089,0.48433173162625354
chronos_only,138.81877465566,185.89332293376816,2.597134941133211e+18,89.33299517587402,0.4427337303360517
