segment,selected_model,selected_metric,selected_metric_value,selected_RMSE,MAE,RMSE,MAPE_pct,sMAPE_pct,sMAPE
valley,chronos_xgb_residual,sMAPE,0.6139157325617353,71.13153838751214,50.07481481477618,71.13153838751214,2.547535289778176e+18,50.366489047407036,0.6139157325617353
flat,chronos_xgb_residual,sMAPE,0.6287825925123625,130.1686933120261,77.95004255188836,130.1686933120261,274.0695533182171,48.205253163290806,0.6287825925123625
peak,chronos_xgb_residual,sMAPE,0.5061575777275464,73.17730107375672,52.25000786593982,73.17730107375672,404.2480064106152,67.70114323854237,0.5061575777275464
